Wavelength_Angs Flux(erg/s/cm2/A)
4.424538719484863577e+03 1.492390036582946777e-02
4.425557624476022283e+03 1.502740010619163513e-02
4.426576764105732764e+03 1.504980027675628662e-02
4.427596138428039922e+03 1.499850023537874222e-02
4.428615747496978656e+03 1.500319968909025192e-02
4.429635591366618428e+03 1.500700041651725769e-02
4.430655670091019601e+03 1.492009963840246201e-02
4.431675983724276193e+03 1.489499956369400024e-02
4.432696532320474034e+03 1.496140006929636002e-02
4.433717315933731697e+03 1.486600004136562347e-02
4.434738334618165027e+03 1.453019957989454269e-02
4.435759588427901690e+03 1.426799967885017395e-02
4.436781077417099368e+03 1.446210034191608429e-02
4.437802801639904828e+03 1.503519993275403976e-02
4.438824761150498489e+03 1.554889976978302002e-02
4.439846956003055311e+03 1.571490056812763214e-02
4.440869386251779360e+03 1.549249980598688126e-02
4.441892051950869245e+03 1.494990009814500809e-02
4.442914953154556315e+03 1.435349974781274796e-02
4.443938089917063735e+03 1.409429963678121567e-02
4.444961462292646502e+03 1.436890009790658951e-02
4.445985070335553246e+03 1.488300040364265442e-02
4.447008914100064430e+03 1.519060041755437851e-02
4.448032993640453242e+03 1.523919962346553802e-02
4.449057309011025609e+03 1.520270016044378281e-02
4.450081860266079275e+03 1.510199997574090958e-02
4.451106647459944725e+03 1.505129970610141754e-02
4.452131670646945167e+03 1.513549964874982834e-02
4.453156929881437463e+03 1.517670042812824249e-02
4.454182425217768468e+03 1.496759988367557526e-02
4.455208156710319599e+03 1.455060020089149475e-02
4.456234124413467725e+03 1.434350013732910156e-02
4.457260328381606087e+03 1.449509989470243454e-02
4.458286768669150661e+03 1.469639968127012253e-02
4.459313445330514696e+03 1.470100041478872299e-02
4.460340358420138728e+03 1.460919994860887527e-02
4.461367507992460560e+03 1.453069970011711121e-02
4.462394894101947102e+03 1.446139998733997345e-02
4.463422516803061626e+03 1.459189970046281815e-02
4.464450376150295597e+03 1.487340033054351807e-02
4.465478472198135933e+03 1.493250019848346710e-02
4.466506805001100474e+03 1.484499964863061905e-02
4.467535374613701606e+03 1.463690027594566345e-02
4.468564181090482634e+03 1.437199953943490982e-02
4.469593224485978681e+03 1.420569978654384613e-02
4.470622504854760336e+03 1.440260000526905060e-02
4.471652022251388189e+03 1.501899957656860352e-02
4.472681776730455567e+03 1.548380032181739807e-02
4.473711768346549434e+03 1.550429966300725937e-02
4.474741997154289493e+03 1.540600042790174484e-02
4.475772463208287263e+03 1.535640005022287369e-02
4.476803166563186096e+03 1.536330021917819977e-02
4.477834107273628433e+03 1.546679995954036713e-02
4.478865285394269449e+03 1.537850033491849899e-02
4.479896700979789784e+03 1.483959984034299850e-02
4.480928354084865532e+03 1.404600031673908234e-02
4.481960244764201889e+03 1.356040034443140030e-02
4.482992373072501323e+03 1.374080032110214233e-02
4.484024739064493588e+03 1.442329958081245422e-02
4.485057342794904798e+03 1.507730036973953247e-02
4.486090184318492902e+03 1.545550022274255753e-02
4.487123263690008571e+03 1.551220007240772247e-02
4.488156580964232489e+03 1.520240027457475662e-02
4.489190136195942614e+03 1.474440004676580429e-02
4.490223929439944186e+03 1.445189956575632095e-02
4.491257960751040628e+03 1.454440038651227951e-02
4.492292230184064465e+03 1.486570015549659729e-02
4.493326737793840039e+03 1.508510019630193710e-02
4.494361483635228069e+03 1.499409973621368408e-02
4.495396467763078363e+03 1.474559959024190903e-02
4.496431690232275287e+03 1.468199957162141800e-02
4.497467151097699571e+03 1.487759966403245926e-02
4.498502850414246495e+03 1.514689996838569641e-02
4.499538788236835899e+03 1.528459973633289337e-02
4.500574964620384890e+03 1.512060035020112991e-02
4.501611379619837862e+03 1.484560035169124603e-02
4.502648033290136482e+03 1.486449968069791794e-02
4.503684925686250608e+03 1.521409954875707626e-02
4.504722056863148282e+03 1.558380015194416046e-02
4.505759426875824829e+03 1.566020026803016663e-02
4.506797035779271937e+03 1.547429990023374557e-02
4.507834883628511307e+03 1.522780023515224457e-02
4.508872970478560092e+03 1.506119966506958008e-02
4.509911296384465459e+03 1.514769997447729111e-02
4.510949861401268208e+03 1.533530000597238541e-02
4.511988665584042792e+03 1.538129989057779312e-02
4.513027708987855476e+03 1.525279972702264786e-02
4.514066991667804359e+03 1.504429988563060760e-02
4.515106513678982992e+03 1.489419955760240555e-02
4.516146275076513120e+03 1.482110004872083664e-02
4.517186275915519218e+03 1.480619981884956360e-02
4.518226516251135763e+03 1.482539996504783630e-02
4.519266996138523609e+03 1.483749970793724060e-02
4.520307715632839063e+03 1.493490021675825119e-02
4.521348674789270262e+03 1.500639971345663071e-02
4.522389873662998070e+03 1.490490045398473740e-02
4.523431312309234272e+03 1.472149975597858429e-02
4.524472990783186106e+03 1.462030038237571716e-02
4.525514909140091731e+03 1.462849974632263184e-02
4.526557067435183853e+03 1.452879980206489563e-02
4.527599465723724279e+03 1.431840006262063980e-02
4.528642104060972088e+03 1.412350032478570938e-02
4.529684982502216371e+03 1.407780032604932785e-02
4.530728101102738947e+03 1.423690002411603928e-02
4.531771459917854372e+03 1.448110025376081467e-02
4.532815059002872658e+03 1.458309963345527649e-02
4.533858898413132010e+03 1.438280008733272552e-02
4.534902978203966995e+03 1.405170001089572906e-02
4.535947298430743103e+03 1.402129977941513062e-02
4.536991859148819458e+03 1.448439992964267731e-02
4.538036660413587924e+03 1.507179997861385345e-02
4.539081702280432182e+03 1.532439980655908585e-02
4.540126984804769563e+03 1.509520038962364197e-02
4.541172508042014670e+03 1.476429961621761322e-02
4.542218272047594837e+03 1.469049975275993347e-02
4.543264276876966505e+03 1.480169966816902161e-02
4.544310522585577019e+03 1.484880037605762482e-02
4.545357009228906463e+03 1.476710010319948196e-02
4.546403736862430378e+03 1.468900032341480255e-02
4.547450705541654315e+03 1.468260027468204498e-02
4.548497915322076551e+03 1.450110040605068207e-02
4.549545366259229922e+03 1.411379966884851456e-02
4.550593058408639990e+03 1.394050009548664093e-02
4.551640991825862329e+03 1.413089968264102936e-02
4.552689166566449785e+03 1.429179962724447250e-02
4.553737582685983398e+03 1.413370016962289810e-02
4.554786240240040570e+03 1.385509967803955078e-02
4.555835139284228717e+03 1.375340018421411514e-02
4.556884279874149797e+03 1.400289963930845261e-02
4.557933662065439421e+03 1.442559994757175446e-02
4.558983285913723194e+03 1.471280027180910110e-02
4.560033151474662191e+03 1.483040023595094681e-02
4.561083258803912940e+03 1.492100022733211517e-02
4.562133607957147433e+03 1.505499985069036484e-02
4.563184198990063123e+03 1.491049956530332565e-02
4.564235031958352920e+03 1.451340038329362869e-02
4.565286106917738834e+03 1.420350000262260437e-02
4.566337423923938331e+03 1.424549985677003860e-02
4.567388983032701617e+03 1.456889975816011429e-02
4.568440784299771622e+03 1.489770039916038513e-02
4.569492827780923108e+03 1.502820011228322983e-02
4.570545113531924471e+03 1.492050010710954666e-02
4.571597641608576851e+03 1.460739970207214355e-02
4.572650412066675017e+03 1.442130003124475479e-02
4.573703424962044664e+03 1.457499992102384567e-02
4.574756680350505121e+03 1.483829971402883530e-02
4.575810178287910276e+03 1.491149980574846268e-02
4.576863918830104922e+03 1.487569976598024368e-02
4.577917902032967504e+03 1.488259993493556976e-02
4.578972127952368282e+03 1.475660037249326706e-02
4.580026596644212077e+03 1.449329964816570282e-02
4.581081308164400070e+03 1.424160040915012360e-02
4.582136262568848906e+03 1.414069999009370804e-02
4.583191459913497965e+03 1.412549987435340881e-02
4.584246900254285720e+03 1.406950037926435471e-02
4.585302583647178835e+03 1.405839994549751282e-02
4.586358510148139430e+03 1.416580006480216980e-02
4.587414679813160546e+03 1.436940021812915802e-02
4.588471092698230677e+03 1.459929998964071274e-02
4.589527748859369240e+03 1.471500005573034286e-02
4.590584648352588374e+03 1.469380035996437073e-02
4.591641791233933873e+03 1.448670029640197754e-02
4.592699177559446071e+03 1.425699982792139053e-02
4.593756807385194406e+03 1.425000000745058060e-02
4.594814680767244681e+03 1.432050019502639771e-02
4.595872797761692709e+03 1.439299993216991425e-02
4.596931158424630667e+03 1.442299969494342804e-02
4.597989762812180743e+03 1.448430027812719345e-02
4.599048610980459671e+03 1.457630004733800888e-02
4.600107702985616015e+03 1.457150001078844070e-02
4.601167038883791065e+03 1.448750030249357224e-02
4.602226618731160670e+03 1.444619987159967422e-02
4.603286442583897951e+03 1.448839996010065079e-02
4.604346510498188763e+03 1.454239990562200546e-02
4.605406822530245336e+03 1.451180037111043930e-02
4.606467378736275350e+03 1.450899988412857056e-02
4.607528179172518321e+03 1.463709957897663116e-02
4.608589223895207397e+03 1.490420009940862656e-02
4.609650512960606648e+03 1.509920042008161545e-02
4.610712046424976506e+03 1.506309956312179565e-02
4.611773824344606510e+03 1.487720012664794922e-02
4.612835846775782557e+03 1.466049998998641968e-02
4.613898113774820558e+03 1.452550012618303299e-02
4.614960625398031880e+03 1.459660008549690247e-02
4.616023381701759718e+03 1.464259997010231018e-02
4.617086382742339993e+03 1.459379959851503372e-02
4.618149628576141367e+03 1.452799979597330093e-02
4.619213119259527048e+03 1.445079967379570007e-02
4.620276854848892071e+03 1.435399986803531647e-02
4.621340835400625110e+03 1.446439977735280991e-02
4.622405060971145758e+03 1.470080018043518066e-02
4.623469531616869062e+03 1.481509953737258911e-02
4.624534247394242811e+03 1.483289990574121475e-02
4.625599208359711156e+03 1.477940008044242859e-02
4.626664414569732799e+03 1.470729988068342209e-02
4.627729866080792817e+03 1.467320043593645096e-02
4.628795562949372652e+03 1.458590012043714523e-02
4.629861505231981937e+03 1.444740034639835358e-02
4.630927692985127578e+03 1.448970008641481400e-02
4.631994126265346495e+03 1.468720007687807083e-02
4.633060805129171058e+03 1.472830027341842651e-02
4.634127729633165472e+03 1.457239966839551926e-02
4.635194899833885756e+03 1.446020044386386871e-02
4.636262315787923399e+03 1.447239983826875687e-02
4.637329977551860793e+03 1.449159998446702957e-02
4.638397885182314894e+03 1.443030033260583878e-02
4.639466038735895381e+03 1.436720043420791626e-02
4.640534438269243765e+03 1.442600041627883911e-02
4.641603083838995190e+03 1.461580023169517517e-02
4.642671975501820270e+03 1.478710025548934937e-02
4.643741113314378708e+03 1.481810025870800018e-02
4.644810497333364765e+03 1.472309976816177368e-02
4.645880127615472702e+03 1.445239968597888947e-02
4.646950004217407695e+03 1.411669980734586716e-02
4.648020127195902205e+03 1.392710022628307343e-02
4.649090496607685054e+03 1.395220030099153519e-02
4.650161112509515078e+03 1.420029997825622559e-02
4.651231974958144747e+03 1.445749960839748383e-02
4.652303084010361090e+03 1.460869982838630676e-02
4.653374439722942952e+03 1.465979963541030884e-02
4.654446042152702830e+03 1.449820026755332947e-02
4.655517891356445034e+03 1.423600036650896072e-02
4.656589987391008435e+03 1.414259988814592361e-02
4.657662330313224629e+03 1.435399986803531647e-02
4.658734920179957044e+03 1.481319963932037354e-02
4.659807757048065469e+03 1.514580007642507553e-02
4.660880840974438797e+03 1.516509987413883209e-02
4.661954172015962286e+03 1.494379993528127670e-02
4.663027750229551202e+03 1.463489979505538940e-02
4.664101575672116269e+03 1.445280015468597412e-02
4.665175648400600949e+03 1.438819989562034607e-02
4.666249968471946886e+03 1.419620029628276825e-02
4.667324535943106639e+03 1.380090042948722839e-02
4.668399350871064598e+03 1.349680032581090927e-02
4.669474413312796059e+03 1.360249985009431839e-02
4.670549723325309060e+03 1.398179959505796432e-02
4.671625280965605270e+03 1.436199992895126343e-02
4.672701086290720013e+03 1.455590035766363144e-02
4.673777139357682245e+03 1.452250033617019653e-02
4.674853440223550933e+03 1.449070032685995102e-02
4.675929988945383229e+03 1.462049968540668488e-02
4.677006785580265387e+03 1.478740014135837555e-02
4.678083830185277293e+03 1.478399988263845444e-02
4.679161122817533396e+03 1.454029977321624756e-02
4.680238663534141779e+03 1.433540042489767075e-02
4.681316452392240535e+03 1.423399988561868668e-02
4.682394489448965032e+03 1.427539996802806854e-02
4.683472774761479741e+03 1.446460001170635223e-02
4.684551308386944584e+03 1.472510024905204773e-02
4.685630090382554044e+03 1.489489991217851639e-02
4.686709120805491693e+03 1.491480041295289993e-02
4.687788399712978389e+03 1.475569978356361389e-02
4.688867927162225897e+03 1.462430041283369064e-02
4.689947703210479631e+03 1.450040005147457123e-02
4.691027727914982279e+03 1.440239977091550827e-02
4.692108001332991989e+03 1.435310021042823792e-02
4.693188523521793286e+03 1.438899990171194077e-02
4.694269294538664326e+03 1.450840011239051819e-02
4.695350314440916918e+03 1.466329954564571381e-02
4.696431583285854686e+03 1.480059977620840073e-02
4.697513101130815812e+03 1.473029982298612595e-02
4.698594868033132116e+03 1.441990025341510773e-02
4.699676884050166336e+03 1.420919969677925110e-02
4.700759149239276667e+03 1.416639983654022217e-02
4.701841663657854042e+03 1.417130045592784882e-02
4.702924427363282120e+03 1.402899995446205139e-02
4.704007440412976393e+03 1.390609983354806900e-02
4.705090702864349623e+03 1.404049992561340332e-02
4.706174214774842767e+03 1.419490016996860504e-02
4.707257976201894962e+03 1.413130015134811401e-02
4.708341987202974451e+03 1.390170026570558548e-02
4.709426247835544928e+03 1.376789994537830353e-02
4.710510758157102828e+03 1.387580018490552902e-02
4.711595518225142769e+03 1.417300011962652206e-02
4.712680528097172100e+03 1.433220040053129196e-02
4.713765787830727277e+03 1.421620044857263565e-02
4.714851297483338385e+03 1.400970015674829483e-02
4.715937057112567345e+03 1.393650006502866745e-02
4.717023066775970619e+03 1.409719977527856827e-02
4.718109326531136503e+03 1.430850010365247726e-02
4.719195836435646925e+03 1.439020037651062012e-02
4.720282596547119283e+03 1.444800011813640594e-02
4.721369606923160973e+03 1.445920020341873169e-02
4.722456867621414858e+03 1.436970010399818420e-02
4.723544378699516528e+03 1.435340009629726410e-02
4.724632140215134314e+03 1.444450020790100098e-02
4.725720152225931088e+03 1.451420038938522339e-02
4.726808414789600647e+03 1.437050011008977890e-02
4.727896927963832240e+03 1.401180028915405273e-02
4.728985691806347859e+03 1.369689963757991791e-02
4.730074706374863126e+03 1.362270023673772812e-02
4.731163971727125499e+03 1.367579959332942963e-02
4.732253487920882435e+03 1.380230020731687546e-02
4.733343255013894122e+03 1.397810038179159164e-02
4.734433273063947127e+03 1.415629964321851730e-02
4.735523542128826193e+03 1.420340035110712051e-02
4.736614062266343353e+03 1.408430002629756927e-02
4.737704833534308818e+03 1.395979989320039749e-02
4.738795855990562814e+03 1.402220036834478378e-02
4.739887129692941926e+03 1.412460021674633026e-02
4.740978654699311846e+03 1.405220013111829758e-02
4.742070431067536447e+03 1.400419976562261581e-02
4.743162458855509612e+03 1.402269955724477768e-02
4.744254738121119772e+03 1.404219958931207657e-02
4.745347268922288094e+03 1.408839970827102661e-02
4.746440051316930294e+03 1.407399959862232208e-02
4.747533085362993916e+03 1.413169968873262405e-02
4.748626371118420138e+03 1.419289968907833099e-02
4.749719908641184702e+03 1.417579967528581619e-02
4.750813697989255161e+03 1.418310031294822693e-02
4.751907739220633630e+03 1.418310031294822693e-02
4.753002032393319496e+03 1.409440021961927414e-02
4.754096577565326697e+03 1.397209987044334412e-02
4.755191374794691910e+03 1.386670023202896118e-02
4.756286424139464543e+03 1.381830032914876938e-02
4.757381725657697643e+03 1.383970025926828384e-02
4.758477279407459719e+03 1.390129979699850082e-02
4.759573085446844743e+03 1.399029977619647980e-02
4.760669143833941234e+03 1.408089976757764816e-02
4.761765454626871360e+03 1.396370027214288712e-02
4.762862017883750013e+03 1.366090029478073120e-02
4.763958833662725738e+03 1.344249956309795380e-02
4.765055902021941620e+03 1.335200015455484390e-02
4.766153223019571669e+03 1.334519963711500168e-02
4.767250796713786258e+03 1.347330026328563690e-02
4.768348623162786680e+03 1.367869973182678223e-02
4.769446702424768773e+03 1.391999982297420502e-02
4.770545034557962026e+03 1.408100035041570663e-02
4.771643619620587742e+03 1.399059966206550598e-02
4.772742457670902695e+03 1.383209973573684692e-02
4.773841548767156382e+03 1.386400032788515091e-02
4.774940892967630134e+03 1.407339982688426971e-02
4.776040490330601642e+03 1.416459959000349045e-02
4.777140340914379522e+03 1.419910043478012085e-02
4.778240444777272387e+03 1.418409962207078934e-02
4.779340801977600677e+03 1.412449963390827179e-02
4.780441412573715752e+03 1.402179989963769913e-02
4.781542276623958969e+03 1.400259975343942642e-02
4.782643394186708065e+03 1.398050040006637573e-02
4.783744765320332590e+03 1.386540010571479797e-02
4.784846390083237566e+03 1.381170004606246948e-02
4.785948268533818009e+03 1.376259978860616684e-02
4.787050400730506226e+03 1.369910035282373428e-02
4.788152786731725428e+03 1.365290023386478424e-02
4.789255426595931567e+03 1.362240035086870193e-02
4.790358320381577869e+03 1.360069960355758667e-02
4.791461468147147571e+03 1.362190023064613342e-02
4.792564869951118453e+03 1.374570000916719437e-02
4.793668525852001039e+03 1.393659971654415131e-02
4.794772435908301304e+03 1.412270031869411469e-02
4.795876600178557055e+03 1.425669994205236435e-02
4.796981018721299733e+03 1.414110045880079269e-02
4.798085691595093522e+03 1.389809977263212204e-02
4.799190618858504422e+03 1.362659968435764313e-02
4.800295800570107531e+03 1.347989961504936218e-02
4.801401236788508868e+03 1.354769989848136902e-02
4.802506927572308086e+03 1.376330014318227768e-02
4.803612872980137581e+03 1.388990040868520737e-02
4.804719073070623381e+03 1.379450038075447083e-02
4.805825527902425165e+03 1.360089983791112900e-02
4.806932237534195338e+03 1.347410026937723160e-02
4.808039202024621773e+03 1.348759979009628296e-02
4.809146421432383249e+03 1.353560015559196472e-02
4.810253895816194017e+03 1.360119972378015518e-02
4.811361625234761959e+03 1.364899985492229462e-02
4.812469609746826791e+03 1.366810034960508347e-02
4.813577849411123680e+03 1.369730010628700256e-02
4.814686344286419626e+03 1.371860038489103317e-02
4.815795094431475263e+03 1.373219955712556839e-02
4.816904099905086696e+03 1.381430029869079590e-02
4.818013360766041842e+03 1.384480018168687820e-02
4.819122877073161362e+03 1.382870040833950043e-02
4.820232648885267736e+03 1.386739965528249741e-02
4.821342676261194356e+03 1.382909994572401047e-02
4.822452959259802810e+03 1.364010013639926910e-02
4.823563497939949229e+03 1.332379970699548721e-02
4.824674292360524305e+03 1.305130030959844589e-02
4.825785342580410543e+03 1.313610002398490906e-02
4.826896648658525010e+03 1.338999997824430466e-02
4.828008210653777496e+03 1.353389956057071686e-02
4.829120028625112354e+03 1.348999980837106705e-02
4.830232102631466660e+03 1.339359953999519348e-02
4.831344432731812049e+03 1.331099960952997208e-02
4.832457018985112882e+03 1.321719959378242493e-02
4.833569861450367171e+03 1.321650017052888870e-02
4.834682960186566561e+03 1.333179976791143417e-02
4.835796315252736349e+03 1.337120030075311661e-02
4.836909926707895465e+03 1.331039983779191971e-02
4.838023794611097401e+03 1.324919983744621277e-02
4.839137919021387461e+03 1.314250007271766663e-02
4.840252299997845512e+03 1.297129970043897629e-02
4.841366937599545054e+03 1.286480017006397247e-02
4.842481831885593238e+03 1.284050010144710541e-02
4.843596982915089939e+03 1.283860020339488983e-02
4.844712390747169593e+03 1.286180038005113602e-02
4.845828055440964818e+03 1.288050040602684021e-02
4.846943977055622781e+03 1.284699980169534683e-02
4.848060155650317938e+03 1.259220018982887268e-02
4.849176591284218375e+03 1.224470045417547226e-02
4.850293284016527650e+03 1.213419996201992035e-02
4.851410233906441135e+03 1.219290029257535934e-02
4.852527441013187854e+03 1.215260010212659836e-02
4.853644905395991373e+03 1.196859963238239288e-02
4.854762627114108909e+03 1.155889965593814850e-02
4.855880606226790405e+03 1.101899985224008560e-02
4.856998842793320364e+03 1.076249964535236359e-02
4.858117336872976011e+03 1.101120002567768097e-02
4.859236088525070045e+03 1.315640006214380264e-02
4.860355097808905157e+03 2.238900028169155121e-02
4.861474364783822239e+03 3.763199970126152039e-02
4.862593889509153087e+03 4.309039935469627380e-02
4.863713672044263149e+03 3.129820153117179871e-02
4.864833712448513324e+03 1.728639937937259674e-02
4.865954010781295437e+03 1.169660035520792007e-02
4.867074567102003130e+03 1.093470025807619095e-02
4.868195381470040957e+03 1.111769955605268478e-02
4.869316453944844397e+03 1.142510026693344116e-02
4.870437784585840745e+03 1.152480021119117737e-02
4.871559373452491855e+03 1.126139983534812927e-02
4.872681220604254122e+03 1.114180032163858414e-02
4.873803326100615777e+03 1.148109976202249527e-02
4.874925690001059593e+03 1.187950000166893005e-02
4.876048312365102902e+03 1.207340043038129807e-02
4.877171193252255762e+03 1.214540004730224609e-02
4.878294332722062791e+03 1.228529959917068481e-02
4.879417730834059512e+03 1.253120042383670807e-02
4.880541387647819647e+03 1.279180031269788742e-02
4.881665303222907824e+03 1.282689999788999557e-02
4.882789477618922319e+03 1.271549984812736511e-02
4.883913910895455956e+03 1.265249960124492645e-02
4.885038603112135206e+03 1.258520036935806274e-02
4.886163554328580176e+03 1.248089969158172607e-02
4.887288764604444623e+03 1.246010046452283859e-02
4.888414233999380485e+03 1.256049983203411102e-02
4.889539962573054254e+03 1.260519959032535553e-02
4.890665950385161523e+03 1.241269987076520920e-02
4.891792197495389701e+03 1.217219978570938110e-02
4.892918703963462576e+03 1.231009978801012039e-02
4.894045469849096662e+03 1.285529974848031998e-02
4.895172495212040303e+03 1.334740035235881805e-02
4.896299780112038206e+03 1.356139965355396271e-02
4.897427324608867821e+03 1.359209977090358734e-02
4.898555128762300228e+03 1.348480023443698883e-02
4.899683192632141072e+03 1.329000014811754227e-02
4.900811516278188719e+03 1.304250024259090424e-02
4.901940099760275189e+03 1.299429964274168015e-02
4.903068943138227951e+03 1.300469972193241119e-02
4.904198046471905400e+03 1.298629958182573318e-02
4.905327409821163201e+03 1.312099955976009369e-02
4.906457033245888852e+03 1.340330019593238831e-02
4.907586916805962574e+03 1.353100035339593887e-02
4.908717060561300968e+03 1.334080006927251816e-02
4.909847464571817909e+03 1.295339968055486679e-02
4.910978128897440911e+03 1.265740022063255310e-02
4.912109053598121136e+03 1.266220025718212128e-02
4.913240238733824299e+03 1.290460024029016495e-02
4.914371684364520661e+03 1.316890027374029160e-02
4.915503390550192307e+03 1.343890000134706497e-02
4.916635357350852246e+03 1.355169992893934250e-02
4.917767584826504390e+03 1.334340032190084457e-02
4.918900073037189941e+03 1.276409998536109924e-02
4.920032822042941916e+03 1.215369999408721924e-02
4.921165831903826984e+03 1.188699994236230850e-02
4.922299102679906355e+03 1.211730018258094788e-02
4.923432634431274892e+03 1.244300045073032379e-02
4.924566427218021090e+03 1.247330009937286377e-02
4.925700481100268917e+03 1.250050030648708344e-02
4.926834796138132333e+03 1.282410044223070145e-02
4.927969372391763500e+03 1.316339988261461258e-02
4.929104209921306392e+03 1.338510029017925262e-02
4.930239308786937727e+03 1.349230017513036728e-02
4.931374669048829674e+03 1.351009961217641830e-02
4.932510290767188962e+03 1.333719957619905472e-02
4.933646174002214138e+03 1.293009985238313675e-02
4.934782318814138307e+03 1.265180017799139023e-02
4.935918725263194574e+03 1.272880006581544876e-02
4.937055393409628778e+03 1.290140021592378616e-02
4.938192323313714951e+03 1.276309974491596222e-02
4.939329515035723489e+03 1.247730012983083725e-02
4.940466968635956619e+03 1.253569964319467545e-02
4.941604684174710201e+03 1.291829999536275864e-02
4.942742661712315567e+03 1.326080039143562317e-02
4.943880901309095862e+03 1.341009978204965591e-02
4.945019403025411521e+03 1.337490044534206390e-02
4.946158166921613883e+03 1.327580027282238007e-02
4.947297193058087942e+03 1.321229990571737289e-02
4.948436481495215048e+03 1.320690009742975235e-02
4.949576032293408389e+03 1.332559995353221893e-02
4.950715845513076601e+03 1.344989985227584839e-02
4.951855921214660157e+03 1.349269971251487732e-02
4.952996259458595887e+03 1.345229987055063248e-02
4.954136860305352457e+03 1.342349965125322342e-02
4.955277723815393983e+03 1.345750037580728531e-02
4.956418850049217326e+03 1.357179973274469376e-02
4.957560239067319344e+03 1.526760030537843704e-02
4.958701890930210538e+03 2.082790061831474304e-02
4.959843805698429605e+03 2.591039985418319702e-02
4.960985983432509784e+03 2.372140064835548401e-02
4.962128424193017963e+03 1.765079982578754425e-02
4.963271128040515578e+03 1.440859958529472351e-02
4.964414095035597711e+03 1.365889981389045715e-02
4.965557325238853082e+03 1.328440010547637939e-02
4.966700818710904969e+03 1.300549972802400589e-02
4.967844575512369374e+03 1.287909969687461853e-02
4.968988595703897772e+03 1.283570006489753723e-02
4.970132879346134359e+03 1.286699995398521423e-02
4.971277426499758803e+03 1.295469980686903000e-02
4.972422237225443496e+03 1.307469978928565979e-02
4.973567311583894480e+03 1.321890018880367279e-02
4.974712649635813250e+03 1.335079967975616455e-02
4.975858251441934954e+03 1.343450043350458145e-02
4.977004117062986552e+03 1.339290011674165726e-02
4.978150246559731386e+03 1.322240009903907776e-02
4.979296639992931887e+03 1.309389993548393250e-02
4.980443297423362310e+03 1.298910006880760193e-02
4.981590218911828742e+03 1.276869978755712509e-02
4.982737404519128177e+03 1.239859964698553085e-02
4.983884854306094894e+03 1.214610040187835693e-02
4.985032568333554082e+03 1.230350043624639511e-02
4.986180546662367306e+03 1.274640019983053207e-02
4.987328789353388856e+03 1.316929981112480164e-02
4.988477296467506676e+03 1.332580018788576126e-02
4.989626068065605068e+03 1.318200025707483292e-02
4.990775104208600169e+03 1.295170001685619354e-02
4.991924404957401748e+03 1.283620018512010574e-02
4.993073970372955046e+03 1.283739972859621048e-02
4.994223800516198935e+03 1.285989955067634583e-02
4.995373895448106850e+03 1.293780002743005753e-02
4.996524255229644950e+03 1.309220027178525925e-02
4.997674879921814863e+03 1.319019962102174759e-02
4.998825769585610033e+03 1.312259957194328308e-02
4.999976924282060281e+03 1.294969953596591949e-02
5.001128344072189975e+03 1.280250027775764465e-02
5.002280029017054403e+03 1.284189987927675247e-02
5.003431979177704306e+03 1.328010018914937973e-02
5.004584194615227716e+03 1.499530021101236343e-02
5.005736675390706296e+03 2.349399961531162262e-02
5.006889421565238990e+03 4.152530059218406677e-02
5.008042433199953848e+03 5.173129960894584656e-02
5.009195710355971642e+03 3.950839862227439880e-02
5.010349253094448613e+03 2.224699966609477997e-02
5.011503061476533730e+03 1.494270004332065582e-02
5.012657135563412339e+03 1.324069965630769730e-02
5.013811475416259782e+03 1.254529971629381180e-02
5.014966081096289599e+03 1.247840002179145813e-02
5.016120952664708057e+03 1.275849994271993637e-02
5.017276090182754160e+03 1.287490036338567734e-02
5.018431493711663279e+03 1.256280019879341125e-02
5.019587163312702614e+03 1.225799974054098129e-02
5.020743099047134820e+03 1.234680041670799255e-02
5.021899300976257109e+03 1.247890014201402664e-02
5.023055769161359422e+03 1.252670027315616608e-02
5.024212503663767166e+03 1.265269983559846878e-02
5.025369504544798474e+03 1.279119960963726044e-02
5.026526771865806950e+03 1.279809977859258652e-02
5.027684305688145287e+03 1.262750010937452316e-02
5.028842106073178002e+03 1.256129983812570572e-02
5.030000173082301444e+03 1.271410007029771805e-02
5.031158506776905597e+03 1.288039982318878174e-02
5.032317107218414094e+03 1.298590004444122314e-02
5.033475974468244203e+03 1.314519997686147690e-02
5.034635108587847753e+03 1.317770034074783325e-02
5.035794509638671116e+03 1.291219983249902725e-02
5.036954177682195223e+03 1.263639982789754868e-02
5.038114112779892821e+03 1.255050022155046463e-02
5.039274314993274857e+03 1.250020042061805725e-02
5.040434784383841361e+03 1.219030003994703293e-02
5.041595521013131474e+03 1.179660018533468246e-02
5.042756524942675242e+03 1.182849984616041183e-02
5.043917796234038178e+03 1.236539985984563828e-02
5.045079334948780343e+03 1.295170001685619354e-02
5.046241141148493625e+03 1.327040046453475952e-02
5.047403214894767189e+03 1.325520034879446030e-02
5.048565556249222027e+03 1.296329963952302933e-02
5.049728165273480954e+03 1.258909981697797775e-02
5.050891042029177697e+03 1.235479954630136490e-02
5.052054186577976907e+03 1.231199968606233597e-02
5.053217598981538686e+03 1.241379976272583008e-02
5.054381279301554059e+03 1.270870026201009750e-02
5.055545227599711325e+03 1.294250041246414185e-02
5.056709443937732431e+03 1.300270017236471176e-02
5.057873928377332049e+03 1.300499960780143738e-02
