Wavelength_Angs Flux(erg/s/cm2/A) flux_err
4.452460937500000000e+03 1.191463279724121094e+01 7.805978655815124512e-01
4.453484863281250000e+03 1.500822448730468750e+01 7.602192759513854980e-01
4.454509765625000000e+03 1.610988044738769531e+01 7.464111447334289551e-01
4.455536621093750000e+03 1.457710552215576172e+01 7.764463424682617188e-01
4.456561523437500000e+03 1.470649909973144531e+01 7.888883352279663086e-01
4.457589355468750000e+03 1.066749572753906250e+01 8.504557013511657715e-01
4.458614746093750000e+03 1.480157852172851562e+01 8.265190124511718750e-01
4.459643066406250000e+03 1.346250152587890625e+01 8.429118394851684570e-01
4.460668945312500000e+03 1.451217174530029297e+01 8.249832987785339355e-01
4.461695312500000000e+03 1.447280693054199219e+01 8.055968284606933594e-01
4.462724121093750000e+03 1.529093456268310547e+01 7.865846753120422363e-01
4.463750488281250000e+03 1.523872184753417969e+01 7.767783403396606445e-01
4.464779785156250000e+03 1.398141956329345703e+01 7.880240678787231445e-01
4.465807128906250000e+03 1.519443511962890625e+01 7.898313403129577637e-01
4.466836914062500000e+03 1.602353286743164062e+01 7.937164306640625000e-01
4.467864257812500000e+03 1.525139808654785156e+01 8.090609908103942871e-01
4.468892089843750000e+03 1.303434562683105469e+01 8.365967273712158203e-01
4.469922851562500000e+03 1.425277423858642578e+01 8.281784057617187500e-01
4.470951171875000000e+03 1.470676326751708984e+01 8.193876147270202637e-01
4.471981933593750000e+03 1.102130031585693359e+01 8.249049782752990723e-01
4.473010742187500000e+03 1.277694129943847656e+01 7.897520065307617188e-01
4.474042480468750000e+03 1.567788505554199219e+01 7.744874954223632812e-01
4.475071777343750000e+03 1.251172733306884766e+01 8.082091808319091797e-01
4.476101074218750000e+03 1.109918880462646484e+01 8.274314403533935547e-01
4.477133300781250000e+03 1.433962631225585938e+01 8.074409961700439453e-01
4.478163085937500000e+03 1.374557399749755859e+01 8.145110607147216797e-01
4.479195800781250000e+03 1.234583091735839844e+01 8.347657918930053711e-01
4.480226562500000000e+03 1.341195297241210938e+01 8.267187476158142090e-01
4.481259277343750000e+03 1.314250469207763672e+01 8.244638442993164062e-01
4.482290527343750000e+03 1.427386569976806641e+01 8.132085204124450684e-01
4.483321289062500000e+03 1.420702648162841797e+01 8.102498054504394531e-01
4.484355468750000000e+03 1.432184791564941406e+01 8.087091445922851562e-01
4.485387207031250000e+03 1.533940219879150391e+01 8.066608905792236328e-01
4.486421386718750000e+03 1.364136886596679688e+01 8.286448717117309570e-01
4.487453613281250000e+03 1.502384757995605469e+01 8.095390796661376953e-01
4.488488281250000000e+03 1.618812561035156250e+01 7.900254726409912109e-01
4.489520996093750000e+03 1.411523342132568359e+01 7.893661856651306152e-01
4.490553710937500000e+03 1.638656616210937500e+01 7.713600993156433105e-01
4.491588867187500000e+03 1.497960567474365234e+01 7.915093898773193359e-01
4.492622558593750000e+03 1.311114978790283203e+01 8.153136968612670898e-01
4.493658203125000000e+03 1.354901885986328125e+01 8.153254985809326172e-01
4.494691894531250000e+03 1.469515419006347656e+01 7.935207486152648926e-01
4.495728515625000000e+03 1.539644432067871094e+01 7.714809179306030273e-01
4.496762695312500000e+03 1.526324844360351562e+01 7.718886733055114746e-01
4.497799804687500000e+03 1.595256996154785156e+01 7.921764254570007324e-01
4.498834472656250000e+03 1.367530250549316406e+01 8.406675457954406738e-01
4.499869628906250000e+03 1.445525646209716797e+01 8.390056490898132324e-01
4.500907226562500000e+03 1.619053268432617188e+01 8.113901615142822266e-01
4.501942382812500000e+03 1.556529617309570312e+01 8.111760616302490234e-01
4.502980468750000000e+03 1.471165752410888672e+01 8.110582828521728516e-01
4.504016601562500000e+03 1.619752120971679688e+01 7.739201784133911133e-01
4.505055175781250000e+03 1.306884193420410156e+01 7.962763905525207520e-01
4.506091308593750000e+03 1.449299335479736328e+01 8.047229051589965820e-01
4.507127929687500000e+03 1.439401149749755859e+01 8.262767791748046875e-01
4.508167480468750000e+03 1.363878059387207031e+01 8.386094570159912109e-01
4.509204589843750000e+03 1.404382514953613281e+01 8.325402736663818359e-01
4.510244628906250000e+03 1.502371215820312500e+01 8.180702328681945801e-01
4.511282226562500000e+03 1.578257560729980469e+01 8.049603104591369629e-01
4.512322265625000000e+03 1.519376754760742188e+01 8.123589754104614258e-01
4.513360351562500000e+03 1.598561859130859375e+01 8.116744160652160645e-01
4.514398437500000000e+03 1.660147285461425781e+01 8.115680217742919922e-01
4.515439453125000000e+03 1.532324695587158203e+01 8.293576240539550781e-01
4.516478515625000000e+03 1.417196750640869141e+01 8.437190651893615723e-01
4.517520019531250000e+03 1.433423995971679688e+01 8.472262024879455566e-01
4.518559082031250000e+03 1.278422641754150391e+01 8.485065102577209473e-01
4.519601074218750000e+03 1.529529380798339844e+01 8.129282593727111816e-01
4.520640625000000000e+03 1.337758255004882812e+01 8.197860717773437500e-01
4.521680664062500000e+03 1.444989395141601562e+01 8.125489354133605957e-01
4.522723632812500000e+03 1.525014019012451172e+01 8.008678555488586426e-01
4.523764160156250000e+03 1.476958465576171875e+01 8.040241003036499023e-01
4.524807128906250000e+03 1.402573108673095703e+01 8.099825978279113770e-01
4.525848144531250000e+03 1.565640449523925781e+01 7.992202043533325195e-01
4.526891601562500000e+03 1.720771026611328125e+01 7.992357015609741211e-01
4.527933105468750000e+03 1.537835311889648438e+01 8.354086875915527344e-01
4.528974609375000000e+03 1.694001960754394531e+01 8.118906021118164062e-01
4.530019042968750000e+03 1.746538352966308594e+01 7.762061953544616699e-01
4.531061035156250000e+03 1.323498535156250000e+01 8.106725811958312988e-01
4.532105957031250000e+03 1.495120525360107422e+01 8.135882616043090820e-01
4.533148925781250000e+03 1.434716224670410156e+01 8.438065648078918457e-01
4.534193847656250000e+03 1.452074337005615234e+01 8.394461870193481445e-01
4.535237304687500000e+03 1.436954116821289062e+01 8.418276309967041016e-01
4.536280273437500000e+03 1.420886611938476562e+01 8.174906969070434570e-01
4.537326660156250000e+03 1.666082954406738281e+01 7.679357528686523438e-01
4.538370117187500000e+03 1.608841514587402344e+01 7.617866396903991699e-01
4.539416992187500000e+03 1.582710170745849609e+01 7.825621962547302246e-01
4.540460937500000000e+03 1.565217876434326172e+01 8.131879568099975586e-01
4.541508300781250000e+03 1.442432308197021484e+01 8.459692597389221191e-01
4.542552734375000000e+03 1.332401847839355469e+01 8.646855950355529785e-01
4.543598144531250000e+03 1.426746749877929688e+01 8.461323976516723633e-01
4.544645507812500000e+03 1.614868927001953125e+01 7.992911934852600098e-01
4.545690917968750000e+03 1.308651065826416016e+01 8.306508660316467285e-01
4.546739257812500000e+03 1.255388450622558594e+01 8.267562389373779297e-01
4.547785156250000000e+03 1.266204929351806641e+01 8.079346418380737305e-01
4.548833984375000000e+03 1.564452362060546875e+01 7.876730561256408691e-01
4.549880371093750000e+03 1.526532173156738281e+01 8.242549300193786621e-01
4.550927246093750000e+03 1.340944385528564453e+01 8.462350964546203613e-01
4.551976562500000000e+03 1.516639995574951172e+01 8.378387689590454102e-01
4.553023925781250000e+03 1.355562019348144531e+01 8.237616419792175293e-01
4.554073730468750000e+03 1.333146286010742188e+01 7.809978723526000977e-01
4.555121582031250000e+03 1.633365440368652344e+01 7.429600358009338379e-01
4.556171875000000000e+03 1.575984477996826172e+01 7.470378875732421875e-01
4.557219726562500000e+03 1.723312568664550781e+01 7.259813547134399414e-01
4.558268554687500000e+03 1.667597961425781250e+01 7.230994105339050293e-01
4.559319335937500000e+03 1.432299137115478516e+01 7.797700166702270508e-01
4.560368164062500000e+03 1.699137306213378906e+01 8.045926690101623535e-01
4.561419921875000000e+03 1.570179176330566406e+01 8.214826583862304688e-01
4.562469238281250000e+03 1.248960113525390625e+01 8.596489429473876953e-01
4.563521484375000000e+03 1.319199180603027344e+01 8.613282442092895508e-01
4.564571289062500000e+03 1.347249412536621094e+01 8.735625743865966797e-01
4.565621093750000000e+03 1.541628074645996094e+01 8.442179560661315918e-01
4.566674316406250000e+03 1.608294677734375000e+01 8.402472734451293945e-01
4.567724609375000000e+03 1.463334465026855469e+01 8.610512018203735352e-01
4.568777832031250000e+03 1.550907802581787109e+01 8.478605151176452637e-01
4.569829101562500000e+03 1.480229663848876953e+01 8.624800443649291992e-01
4.570882812500000000e+03 1.447383403778076172e+01 8.737104535102844238e-01
4.571934082031250000e+03 1.555632019042968750e+01 8.665560483932495117e-01
4.572988769531250000e+03 1.313424015045166016e+01 8.872121572494506836e-01
4.574040527343750000e+03 1.561944484710693359e+01 8.546743988990783691e-01
4.575092773437500000e+03 1.799806404113769531e+01 8.097604513168334961e-01
4.576147949218750000e+03 1.519379997253417969e+01 8.351551890373229980e-01
4.577200683593750000e+03 1.521107769012451172e+01 8.546572923660278320e-01
4.578255859375000000e+03 1.568935775756835938e+01 8.457188606262207031e-01
4.579309082031250000e+03 1.508173274993896484e+01 8.531857728958129883e-01
4.580365234375000000e+03 1.369029331207275391e+01 8.621175885200500488e-01
4.581418945312500000e+03 1.209336853027343750e+01 8.646484613418579102e-01
4.582473144531250000e+03 1.380944061279296875e+01 8.150706887245178223e-01
4.583529785156250000e+03 1.451367187500000000e+01 7.996737957000732422e-01
4.584583984375000000e+03 1.539552783966064453e+01 8.097617626190185547e-01
4.585641113281250000e+03 1.592346763610839844e+01 8.239999413490295410e-01
4.586696289062500000e+03 1.494031333923339844e+01 8.348723053932189941e-01
4.587753906250000000e+03 1.548194217681884766e+01 8.208760023117065430e-01
4.588809082031250000e+03 1.640048217773437500e+01 7.964902520179748535e-01
4.589864746093750000e+03 1.747886848449707031e+01 7.833749651908874512e-01
4.590923339843750000e+03 1.586195468902587891e+01 8.220659494400024414e-01
4.591979492187500000e+03 1.533027362823486328e+01 8.550568222999572754e-01
4.593038574218750000e+03 1.499020862579345703e+01 8.743657469749450684e-01
4.594095214843750000e+03 1.330167388916015625e+01 8.802911043167114258e-01
4.595154296875000000e+03 1.497355175018310547e+01 8.328830003738403320e-01
4.596211425781250000e+03 1.694730567932128906e+01 8.067808151245117188e-01
4.597269042968750000e+03 1.571511363983154297e+01 8.378547430038452148e-01
4.598329101562500000e+03 1.519026947021484375e+01 8.606880903244018555e-01
4.599386718750000000e+03 1.351785945892333984e+01 8.822793364524841309e-01
4.600447265625000000e+03 1.474719524383544922e+01 8.782981038093566895e-01
4.601505859375000000e+03 1.453204345703125000e+01 8.676407337188720703e-01
4.602566894531250000e+03 1.418730545043945312e+01 8.564000129699707031e-01
4.603625488281250000e+03 1.354615020751953125e+01 8.652603030204772949e-01
4.604684570312500000e+03 1.415374946594238281e+01 8.662331104278564453e-01
4.605746582031250000e+03 1.370234870910644531e+01 8.722435235977172852e-01
4.606806152343750000e+03 1.528662776947021484e+01 8.438503146171569824e-01
4.607868652343750000e+03 1.540514087677001953e+01 8.370392918586730957e-01
4.608928710937500000e+03 1.484964179992675781e+01 8.593745231628417969e-01
4.609991210937500000e+03 1.590329742431640625e+01 8.622646331787109375e-01
4.611051757812500000e+03 1.608061790466308594e+01 8.542348742485046387e-01
4.612112792968750000e+03 1.503200721740722656e+01 8.520259261131286621e-01
4.613176269531250000e+03 1.446426105499267578e+01 8.388113975524902344e-01
4.614237304687500000e+03 1.394571018218994141e+01 8.302285671234130859e-01
4.615301269531250000e+03 1.546594619750976562e+01 8.211662769317626953e-01
4.616363281250000000e+03 1.662275314331054688e+01 6.725670099258422852e-01
4.617427734375000000e+03 1.374908828735351562e+01 7.252736687660217285e-01
4.618489746093750000e+03 1.438876056671142578e+01 8.976367712020874023e-01
4.619552246093750000e+03 1.498033523559570312e+01 8.899260163307189941e-01
4.620617675781250000e+03 1.365508556365966797e+01 9.025735855102539062e-01
4.621680664062500000e+03 1.326068496704101562e+01 9.001716375350952148e-01
4.622746582031250000e+03 1.277997016906738281e+01 8.984479904174804688e-01
4.623809570312500000e+03 1.305638790130615234e+01 8.882135748863220215e-01
4.624875976562500000e+03 1.466202354431152344e+01 8.800677657127380371e-01
4.625939941406250000e+03 1.464378547668457031e+01 8.765160441398620605e-01
4.627004394531250000e+03 1.481356430053710938e+01 8.711384534835815430e-01
4.628071289062500000e+03 1.544918155670166016e+01 8.503929376602172852e-01
4.629135742187500000e+03 1.512410068511962891e+01 8.514951467514038086e-01
4.630203125000000000e+03 1.497100353240966797e+01 8.659331798553466797e-01
4.631268554687500000e+03 1.481625747680664062e+01 8.783876299858093262e-01
4.632336425781250000e+03 1.336333560943603516e+01 8.942075371742248535e-01
4.633402343750000000e+03 1.304198741912841797e+01 8.878455758094787598e-01
4.634467773437500000e+03 1.424495506286621094e+01 8.651824593544006348e-01
4.635536621093750000e+03 1.382882595062255859e+01 8.688696622848510742e-01
4.636603027343750000e+03 1.270638084411621094e+01 9.144458174705505371e-01
4.637672363281250000e+03 1.416700649261474609e+01 8.984244465827941895e-01
4.638739257812500000e+03 1.553956127166748047e+01 8.781537413597106934e-01
4.639809082031250000e+03 1.611529159545898438e+01 8.471286892890930176e-01
4.640876464843750000e+03 1.378925132751464844e+01 8.761935830116271973e-01
4.641943847656250000e+03 1.326743507385253906e+01 8.783105015754699707e-01
4.643014160156250000e+03 1.387679958343505859e+01 8.761457204818725586e-01
4.644082519531250000e+03 1.636994361877441406e+01 8.560240268707275391e-01
4.645153320312500000e+03 1.446563243865966797e+01 8.703832626342773438e-01
4.646222167968750000e+03 1.368385219573974609e+01 8.800991177558898926e-01
4.647293457031250000e+03 1.426837921142578125e+01 8.921300768852233887e-01
4.648362304687500000e+03 1.420811462402343750e+01 8.932456374168395996e-01
4.649431640625000000e+03 1.517110443115234375e+01 8.684430122375488281e-01
4.650503906250000000e+03 1.485734176635742188e+01 8.701158761978149414e-01
4.651573730468750000e+03 1.313380146026611328e+01 8.962637186050415039e-01
4.652646484375000000e+03 1.364777565002441406e+01 8.953545093536376953e-01
4.653716796875000000e+03 1.468103122711181641e+01 8.780408501625061035e-01
4.654790039062500000e+03 1.575111865997314453e+01 8.680437207221984863e-01
4.655860839843750000e+03 1.672473907470703125e+01 8.511406779289245605e-01
4.656934570312500000e+03 1.371403408050537109e+01 8.926517963409423828e-01
4.658005859375000000e+03 1.525913238525390625e+01 8.740209341049194336e-01
4.659077148437500000e+03 1.585683917999267578e+01 8.403092026710510254e-01
4.660151855468750000e+03 1.364086627960205078e+01 8.476672768592834473e-01
4.661223632812500000e+03 1.570210266113281250e+01 8.272495269775390625e-01
4.662298339843750000e+03 1.547332668304443359e+01 8.287692070007324219e-01
4.663371093750000000e+03 1.659999275207519531e+01 8.025117516517639160e-01
4.664446289062500000e+03 1.349130439758300781e+01 8.223592042922973633e-01
4.665519531250000000e+03 1.496499729156494141e+01 8.429799079895019531e-01
4.666592773437500000e+03 1.484937191009521484e+01 8.713710904121398926e-01
4.667668945312500000e+03 1.335023593902587891e+01 8.820619583129882812e-01
4.668742675781250000e+03 1.309774303436279297e+01 8.607230782508850098e-01
4.669819335937500000e+03 1.474995803833007812e+01 8.324158191680908203e-01
4.670893554687500000e+03 1.795466613769531250e+01 7.965967655181884766e-01
4.671970703125000000e+03 1.518352603912353516e+01 8.167687058448791504e-01
4.673045410156250000e+03 1.545189571380615234e+01 8.074301481246948242e-01
4.674120605468750000e+03 1.361231708526611328e+01 8.322401046752929688e-01
4.675198242187500000e+03 1.556496047973632812e+01 8.031762838363647461e-01
4.676273925781250000e+03 1.465361595153808594e+01 8.198691606521606445e-01
4.677352050781250000e+03 1.583529567718505859e+01 8.640012145042419434e-01
4.678428222656250000e+03 1.557947731018066406e+01 8.771373629570007324e-01
4.679507324218750000e+03 1.567385101318359375e+01 8.776509761810302734e-01
4.680583496093750000e+03 1.489774513244628906e+01 8.806051611900329590e-01
4.681660156250000000e+03 1.336960506439208984e+01 8.790870904922485352e-01
4.682739746093750000e+03 1.451085090637207031e+01 8.604731559753417969e-01
4.683817382812500000e+03 1.384067916870117188e+01 8.697261214256286621e-01
4.684897460937500000e+03 1.279089641571044922e+01 8.975762724876403809e-01
4.685975097656250000e+03 1.263099193572998047e+01 9.199076890945434570e-01
4.687055664062500000e+03 1.341780948638916016e+01 9.191675186157226562e-01
4.688133789062500000e+03 1.433134555816650391e+01 9.022544622421264648e-01
4.689212402343750000e+03 1.541714286804199219e+01 8.679466843605041504e-01
4.690293457031250000e+03 1.561958599090576172e+01 8.477653861045837402e-01
4.691372558593750000e+03 1.339091587066650391e+01 8.837141394615173340e-01
4.692454589843750000e+03 1.228993415832519531e+01 9.179356694221496582e-01
4.693534179687500000e+03 1.423571491241455078e+01 8.881741762161254883e-01
4.694616210937500000e+03 1.472655487060546875e+01 8.444941043853759766e-01
4.695696289062500000e+03 1.629907989501953125e+01 8.128852844238281250e-01
4.696776367187500000e+03 1.392718315124511719e+01 8.658546209335327148e-01
4.697859375000000000e+03 1.414842700958251953e+01 8.766341805458068848e-01
4.698940429687500000e+03 1.461380863189697266e+01 8.789650201797485352e-01
4.700023925781250000e+03 1.344348621368408203e+01 9.034837484359741211e-01
4.701104980468750000e+03 1.491539955139160156e+01 8.875401020050048828e-01
4.702188964843750000e+03 1.501889991760253906e+01 9.024943709373474121e-01
4.703270996093750000e+03 1.393710517883300781e+01 9.171661734580993652e-01
4.704353027343750000e+03 1.463977527618408203e+01 9.054951667785644531e-01
4.705437500000000000e+03 1.636032295227050781e+01 8.839336633682250977e-01
4.706520019531250000e+03 1.407499599456787109e+01 8.970634341239929199e-01
4.707605468750000000e+03 1.393098545074462891e+01 9.082520604133605957e-01
4.708688476562500000e+03 1.403478050231933594e+01 9.222013354301452637e-01
4.709774414062500000e+03 1.210199928283691406e+01 9.408278465270996094e-01
4.710857910156250000e+03 1.314104461669921875e+01 9.171297550201416016e-01
4.711941406250000000e+03 1.604360961914062500e+01 8.725326657295227051e-01
4.713028320312500000e+03 1.516447544097900391e+01 8.805854320526123047e-01
4.714112304687500000e+03 1.362008285522460938e+01 8.928562998771667480e-01
4.715199218750000000e+03 1.487383460998535156e+01 8.893761634826660156e-01
4.716284179687500000e+03 1.567978000640869141e+01 8.909466862678527832e-01
4.717371582031250000e+03 1.604640007019042969e+01 8.978665471076965332e-01
4.718457031250000000e+03 1.466550064086914062e+01 9.111619591712951660e-01
4.719542480468750000e+03 1.523411369323730469e+01 8.958914279937744141e-01
4.720630859375000000e+03 1.479565238952636719e+01 8.900344371795654297e-01
4.721716796875000000e+03 1.319464588165283203e+01 8.912587761878967285e-01
4.722805664062500000e+03 1.393787670135498047e+01 9.002051949501037598e-01
4.723892089843750000e+03 1.430872917175292969e+01 9.071384668350219727e-01
4.724981445312500000e+03 1.360469055175781250e+01 9.092314243316650391e-01
4.726068359375000000e+03 1.428993892669677734e+01 8.899352550506591797e-01
4.727155273437500000e+03 1.431060695648193359e+01 8.928969502449035645e-01
4.728245605468750000e+03 1.318421173095703125e+01 9.342230558395385742e-01
4.729333496093750000e+03 1.474302005767822266e+01 9.226846694946289062e-01
4.730423828125000000e+03 1.532269287109375000e+01 9.041047096252441406e-01
4.731512207031250000e+03 1.536789608001708984e+01 8.962365984916687012e-01
4.732603027343750000e+03 1.248276805877685547e+01 9.316537976264953613e-01
4.733691894531250000e+03 1.207380104064941406e+01 9.569299817085266113e-01
4.734780761718750000e+03 1.503119277954101562e+01 9.206503629684448242e-01
4.735872558593750000e+03 1.399138164520263672e+01 9.276874065399169922e-01
4.736962402343750000e+03 1.549158000946044922e+01 9.101749062538146973e-01
4.738054687500000000e+03 1.624604606628417969e+01 8.830729126930236816e-01
4.739144531250000000e+03 1.678856468200683594e+01 8.678144812583923340e-01
4.740237304687500000e+03 1.536637878417968750e+01 8.779963254928588867e-01
4.741327636718750000e+03 1.441119861602783203e+01 8.872581720352172852e-01
4.742421386718750000e+03 1.745895767211914062e+01 8.498333096504211426e-01
4.743512207031250000e+03 1.401341152191162109e+01 9.210477471351623535e-01
4.744603515625000000e+03 1.547516155242919922e+01 8.913664817810058594e-01
4.745697265625000000e+03 1.630725097656250000e+01 8.880085945129394531e-01
4.746789062500000000e+03 1.481302356719970703e+01 9.088432788848876953e-01
4.747883789062500000e+03 1.391430664062500000e+01 9.187520146369934082e-01
4.748976074218750000e+03 1.621145248413085938e+01 8.697187900543212891e-01
4.750071289062500000e+03 1.413122177124023438e+01 8.747919201850891113e-01
4.751164062500000000e+03 1.550599479675292969e+01 8.652164936065673828e-01
4.752256835937500000e+03 1.409764957427978516e+01 8.810201883316040039e-01
4.753352539062500000e+03 1.367808914184570312e+01 8.934488296508789062e-01
4.754446289062500000e+03 1.420144748687744141e+01 9.048683643341064453e-01
4.755542480468750000e+03 1.425902652740478516e+01 9.226903319358825684e-01
4.756636718750000000e+03 1.487144851684570312e+01 9.292840957641601562e-01
4.757733398437500000e+03 1.409267902374267578e+01 9.389194846153259277e-01
4.758828125000000000e+03 1.437737083435058594e+01 9.246295690536499023e-01
4.759922851562500000e+03 1.677203941345214844e+01 8.878890872001647949e-01
4.761020507812500000e+03 1.502432727813720703e+01 9.103204011917114258e-01
4.762115722656250000e+03 1.426221179962158203e+01 9.259974360466003418e-01
4.763213867187500000e+03 1.545652580261230469e+01 9.289099574089050293e-01
4.764309570312500000e+03 1.308709812164306641e+01 9.618531465530395508e-01
4.765408203125000000e+03 1.444444656372070312e+01 9.293848872184753418e-01
4.766504394531250000e+03 1.498646354675292969e+01 8.909805417060852051e-01
4.767601074218750000e+03 1.491351795196533203e+01 8.857266306877136230e-01
4.768700195312500000e+03 1.443508815765380859e+01 8.988862633705139160e-01
4.769797363281250000e+03 1.495009899139404297e+01 8.956249356269836426e-01
4.770897460937500000e+03 1.546119022369384766e+01 9.006280899047851562e-01
4.771995117187500000e+03 1.373380184173583984e+01 9.433603882789611816e-01
4.773095214843750000e+03 1.476254081726074219e+01 9.276486039161682129e-01
4.774193359375000000e+03 1.526958179473876953e+01 9.088373184204101562e-01
4.775291503906250000e+03 1.353092288970947266e+01 9.278606176376342773e-01
4.776392578125000000e+03 1.485585784912109375e+01 9.244840145111083984e-01
4.777491699218750000e+03 1.421257114410400391e+01 9.349579215049743652e-01
4.778593261718750000e+03 1.331294250488281250e+01 9.411936998367309570e-01
4.779692382812500000e+03 1.441029262542724609e+01 9.264454245567321777e-01
4.780794921875000000e+03 1.493881511688232422e+01 9.222126007080078125e-01
4.781894531250000000e+03 1.282993698120117188e+01 9.353491067886352539e-01
4.782994628906250000e+03 1.297280406951904297e+01 9.322985410690307617e-01
4.784097656250000000e+03 1.502960681915283203e+01 9.150978922843933105e-01
4.785198242187500000e+03 1.269091320037841797e+01 9.396521449089050293e-01
4.786301757812500000e+03 1.342499065399169922e+01 9.345601201057434082e-01
4.787402832031250000e+03 1.410507011413574219e+01 9.314593076705932617e-01
4.788506835937500000e+03 1.553717136383056641e+01 9.095960855484008789e-01
4.789608398437500000e+03 1.371499824523925781e+01 9.514684081077575684e-01
4.790709960937500000e+03 1.428359413146972656e+01 9.373503327369689941e-01
4.791814941406250000e+03 1.545220756530761719e+01 9.259197115898132324e-01
4.792916992187500000e+03 1.461832523345947266e+01 9.269788861274719238e-01
4.794022460937500000e+03 1.512653446197509766e+01 8.812856674194335938e-01
4.795125488281250000e+03 1.447492408752441406e+01 8.624548316001892090e-01
4.796230957031250000e+03 1.638170051574707031e+01 8.590588569641113281e-01
4.797334472656250000e+03 1.478012847900390625e+01 8.944407701492309570e-01
4.798437988281250000e+03 1.585128784179687500e+01 9.053717851638793945e-01
4.799544433593750000e+03 1.226602458953857422e+01 9.572494029998779297e-01
4.800648925781250000e+03 1.301905441284179688e+01 9.263273477554321289e-01
4.801755859375000000e+03 1.531967258453369141e+01 8.731647729873657227e-01
4.802860351562500000e+03 1.523849105834960938e+01 8.739513754844665527e-01
4.803967773437500000e+03 1.410579013824462891e+01 9.069558978080749512e-01
4.805073242187500000e+03 1.449710559844970703e+01 9.101778864860534668e-01
4.806178222656250000e+03 1.594168949127197266e+01 8.926262259483337402e-01
4.807286621093750000e+03 1.563137149810791016e+01 9.018434882164001465e-01
4.808392578125000000e+03 1.361678791046142578e+01 9.335770606994628906e-01
4.809501464843750000e+03 1.311146545410156250e+01 9.481309056282043457e-01
4.810607910156250000e+03 1.440981197357177734e+01 9.503481984138488770e-01
4.811717285156250000e+03 1.412805271148681641e+01 9.552798271179199219e-01
4.812824218750000000e+03 1.379980850219726562e+01 9.507641196250915527e-01
4.813931152343750000e+03 1.535766601562500000e+01 9.039407968521118164e-01
4.815041503906250000e+03 1.508798122406005859e+01 8.956775665283203125e-01
4.816148925781250000e+03 1.655825042724609375e+01 8.641258478164672852e-01
4.817259765625000000e+03 1.480684280395507812e+01 8.668460845947265625e-01
4.818367675781250000e+03 1.394608306884765625e+01 8.921704292297363281e-01
4.819479003906250000e+03 1.514755344390869141e+01 9.118189215660095215e-01
4.820587890625000000e+03 1.593386936187744141e+01 9.067298173904418945e-01
4.821696777343750000e+03 1.509622287750244141e+01 9.177413582801818848e-01
4.822808593750000000e+03 1.338027763366699219e+01 9.330674409866333008e-01
4.823917968750000000e+03 1.272609329223632812e+01 9.397267103195190430e-01
4.825030273437500000e+03 1.547961997985839844e+01 8.820858597755432129e-01
4.826140136718750000e+03 1.409921264648437500e+01 8.825917243957519531e-01
4.827253417968750000e+03 1.397323226928710938e+01 9.077576398849487305e-01
4.828363769531250000e+03 1.422611331939697266e+01 9.325418472290039062e-01
4.829477050781250000e+03 1.178628444671630859e+01 9.601714015007019043e-01
4.830588378906250000e+03 1.320051097869873047e+01 9.308765530586242676e-01
4.831699218750000000e+03 1.291386985778808594e+01 9.232271909713745117e-01
4.832813476562500000e+03 1.266344547271728516e+01 9.365478157997131348e-01
4.833925292968750000e+03 1.282566070556640625e+01 9.342700839042663574e-01
4.835040039062500000e+03 1.403196430206298828e+01 9.282040596008300781e-01
4.836152343750000000e+03 1.513658714294433594e+01 9.173915982246398926e-01
4.837267578125000000e+03 1.470866870880126953e+01 9.195401072502136230e-01
4.838380371093750000e+03 1.497595977783203125e+01 9.184135794639587402e-01
4.839493652343750000e+03 1.539595699310302734e+01 9.085730910301208496e-01
4.840609375000000000e+03 1.512731933593750000e+01 8.995828032493591309e-01
4.841723144531250000e+03 1.446625995635986328e+01 9.010264277458190918e-01
4.842839355468750000e+03 1.433199596405029297e+01 8.942118287086486816e-01
4.843953613281250000e+03 1.297400856018066406e+01 9.142068028450012207e-01
4.845070800781250000e+03 1.458486938476562500e+01 9.080357551574707031e-01
4.846185058593750000e+03 1.425097751617431641e+01 9.172086119651794434e-01
4.847300292968750000e+03 1.266331768035888672e+01 9.501579999923706055e-01
4.848417968750000000e+03 1.487097263336181641e+01 9.110739827156066895e-01
4.849533203125000000e+03 1.357197475433349609e+01 9.137695431709289551e-01
4.850651367187500000e+03 1.443097686767578125e+01 8.971992731094360352e-01
4.851767578125000000e+03 1.410532379150390625e+01 9.078435897827148438e-01
4.852886230468750000e+03 1.406449699401855469e+01 9.006826877593994141e-01
4.854002441406250000e+03 1.568510723114013672e+01 8.649072051048278809e-01
4.855119140625000000e+03 1.293829727172851562e+01 8.976426720619201660e-01
4.856238769531250000e+03 1.259885597229003906e+01 9.037629365921020508e-01
4.857355957031250000e+03 1.257549953460693359e+01 9.307221770286560059e-01
4.858476074218750000e+03 1.241307258605957031e+01 9.357434511184692383e-01
4.859593750000000000e+03 1.493356418609619141e+01 9.126268625259399414e-01
4.860714355468750000e+03 1.493260478973388672e+01 9.134056568145751953e-01
4.861832519531250000e+03 1.216055488586425781e+01 9.382181763648986816e-01
4.862951171875000000e+03 1.333314323425292969e+01 9.220935702323913574e-01
4.864072265625000000e+03 1.481694412231445312e+01 9.023686051368713379e-01
4.865191406250000000e+03 1.374508857727050781e+01 8.885852098464965820e-01
4.866313476562500000e+03 1.391470336914062500e+01 8.705887794494628906e-01
4.867432617187500000e+03 1.349462604522705078e+01 8.827802538871765137e-01
