Wavelength_Angs Flux(erg/s/cm2/A) flux_err
4.625939941406250000e+03 1.170090179443359375e+02 3.045036196708679199e-01
4.627004394531250000e+03 1.131057739257812500e+02 3.091548085212707520e-01
4.628071289062500000e+03 1.198960189819335938e+02 3.003567457199096680e-01
4.629135742187500000e+03 1.219359512329101562e+02 2.983365356922149658e-01
4.630203125000000000e+03 1.218912811279296875e+02 2.990516126155853271e-01
4.631268554687500000e+03 1.206104125976562500e+02 3.007425069808959961e-01
4.632336425781250000e+03 1.185472793579101562e+02 3.010344505310058594e-01
4.633402343750000000e+03 1.215586700439453125e+02 2.969678640365600586e-01
4.634467773437500000e+03 1.246019287109375000e+02 2.931210696697235107e-01
4.635536621093750000e+03 1.225663528442382812e+02 2.963497340679168701e-01
4.636603027343750000e+03 1.211912841796875000e+02 2.991245090961456299e-01
4.637672363281250000e+03 1.217503890991210938e+02 2.982353568077087402e-01
4.638739257812500000e+03 1.246137695312500000e+02 2.924713194370269775e-01
4.639809082031250000e+03 1.282241210937500000e+02 2.861767113208770752e-01
4.640876464843750000e+03 1.286348724365234375e+02 2.858746349811553955e-01
4.641943847656250000e+03 1.278114089965820312e+02 2.873125672340393066e-01
4.643014160156250000e+03 1.277406311035156250e+02 2.880666851997375488e-01
4.644082519531250000e+03 1.270037841796875000e+02 2.890380024909973145e-01
4.645153320312500000e+03 1.314291381835937500e+02 2.846982777118682861e-01
4.646222167968750000e+03 1.282218780517578125e+02 2.881073951721191406e-01
4.647293457031250000e+03 1.298235778808593750e+02 2.874596714973449707e-01
4.648362304687500000e+03 1.274068756103515625e+02 2.905564606189727783e-01
4.649431640625000000e+03 1.247084503173828125e+02 2.936798930168151855e-01
4.650503906250000000e+03 1.253481597900390625e+02 2.934824824333190918e-01
4.651573730468750000e+03 1.213719329833984375e+02 2.978007495403289795e-01
4.652646484375000000e+03 1.183775405883789062e+02 3.013623356819152832e-01
4.653716796875000000e+03 1.202346572875976562e+02 3.002805113792419434e-01
4.654790039062500000e+03 1.178385162353515625e+02 3.033047914505004883e-01
4.655860839843750000e+03 1.207222061157226562e+02 3.001346290111541748e-01
4.656934570312500000e+03 1.201946334838867188e+02 3.012103140354156494e-01
4.658005859375000000e+03 1.213073577880859375e+02 3.003881573677062988e-01
4.659077148437500000e+03 1.231932525634765625e+02 2.990181744098663330e-01
4.660151855468750000e+03 1.169045028686523438e+02 3.089926242828369141e-01
4.661223632812500000e+03 1.273759689331054688e+02 2.926974594593048096e-01
4.662298339843750000e+03 1.248945846557617188e+02 2.958889305591583252e-01
4.663371093750000000e+03 1.273873291015625000e+02 2.913104295730590820e-01
4.664446289062500000e+03 1.320800018310546875e+02 2.865513563156127930e-01
4.665519531250000000e+03 1.291024475097656250e+02 2.904261946678161621e-01
4.666592773437500000e+03 1.235559387207031250e+02 2.971673309803009033e-01
4.667668945312500000e+03 1.205874938964843750e+02 3.007463216781616211e-01
4.668742675781250000e+03 1.238460998535156250e+02 2.978150248527526855e-01
4.669819335937500000e+03 1.238128738403320312e+02 2.983612418174743652e-01
4.670893554687500000e+03 1.198931503295898438e+02 3.023070991039276123e-01
4.671970703125000000e+03 1.210332260131835938e+02 3.017039597034454346e-01
4.673045410156250000e+03 1.202853622436523438e+02 3.029489815235137939e-01
4.674120605468750000e+03 1.156605834960937500e+02 3.097233474254608154e-01
4.675198242187500000e+03 1.179185104370117188e+02 3.093737363815307617e-01
4.676273925781250000e+03 1.163322448730468750e+02 3.112400770187377930e-01
4.677352050781250000e+03 1.185534667968750000e+02 3.064090311527252197e-01
4.678428222656250000e+03 1.224305343627929688e+02 3.012614548206329346e-01
4.679507324218750000e+03 1.209499969482421875e+02 3.024280071258544922e-01
4.680583496093750000e+03 1.180849075317382812e+02 3.068396747112274170e-01
4.681660156250000000e+03 1.223686676025390625e+02 2.991818487644195557e-01
4.682739746093750000e+03 1.213427505493164062e+02 2.998218238353729248e-01
4.683817382812500000e+03 1.235339431762695312e+02 2.967140972614288330e-01
4.684897460937500000e+03 1.264266128540039062e+02 2.923402786254882812e-01
4.685975097656250000e+03 1.277111511230468750e+02 2.897885441780090332e-01
4.687055664062500000e+03 1.286630554199218750e+02 2.885529398918151855e-01
4.688133789062500000e+03 1.319269561767578125e+02 2.864093184471130371e-01
4.689212402343750000e+03 1.293211364746093750e+02 2.892797589302062988e-01
4.690293457031250000e+03 1.286821289062500000e+02 2.900542020797729492e-01
4.691372558593750000e+03 1.317612609863281250e+02 2.855980098247528076e-01
4.692454589843750000e+03 1.319810791015625000e+02 2.834226489067077637e-01
4.693534179687500000e+03 1.361597900390625000e+02 2.778255045413970947e-01
4.694616210937500000e+03 1.345640411376953125e+02 2.788805663585662842e-01
4.695696289062500000e+03 1.278623275756835938e+02 2.881536483764648438e-01
4.696776367187500000e+03 1.269655227661132812e+02 2.910689115524291992e-01
4.697859375000000000e+03 1.249635772705078125e+02 2.949759066104888916e-01
4.698940429687500000e+03 1.215960769653320312e+02 2.991675734519958496e-01
4.700023925781250000e+03 1.189270629882812500e+02 3.027328848838806152e-01
4.701104980468750000e+03 1.252626876831054688e+02 2.941352128982543945e-01
4.702188964843750000e+03 1.234310913085937500e+02 2.962886393070220947e-01
4.703270996093750000e+03 1.205883483886718750e+02 3.001663684844970703e-01
4.704353027343750000e+03 1.155870285034179688e+02 3.073906600475311279e-01
4.705437500000000000e+03 1.142029190063476562e+02 3.097037374973297119e-01
4.706520019531250000e+03 1.129555130004882812e+02 3.048885464668273926e-01
4.707605468750000000e+03 1.194903182983398438e+02 2.948214113712310791e-01
4.708688476562500000e+03 1.184063415527343750e+02 3.015764057636260986e-01
4.709774414062500000e+03 1.139789962768554688e+02 3.108828961849212646e-01
4.710857910156250000e+03 1.126743316650390625e+02 3.105365037918090820e-01
4.711941406250000000e+03 1.126495208740234375e+02 3.098978400230407715e-01
4.713028320312500000e+03 1.159458465576171875e+02 3.067286610603332520e-01
4.714112304687500000e+03 1.143996429443359375e+02 3.089398443698883057e-01
4.715199218750000000e+03 1.119992752075195312e+02 3.127357065677642822e-01
4.716284179687500000e+03 1.113867111206054688e+02 3.144879937171936035e-01
4.717371582031250000e+03 1.130902633666992188e+02 3.119216561317443848e-01
4.718457031250000000e+03 1.156179351806640625e+02 3.081141114234924316e-01
4.719542480468750000e+03 1.138747100830078125e+02 3.120565116405487061e-01
4.720630859375000000e+03 1.177196502685546875e+02 3.087733983993530273e-01
4.721716796875000000e+03 1.100281524658203125e+02 3.236597478389739990e-01
4.722805664062500000e+03 1.129801330566406250e+02 3.206076622009277344e-01
4.723892089843750000e+03 1.122174148559570312e+02 3.218551874160766602e-01
4.724981445312500000e+03 1.111256256103515625e+02 3.229181468486785889e-01
4.726068359375000000e+03 1.100936813354492188e+02 3.237295448780059814e-01
4.727155273437500000e+03 1.091153640747070312e+02 3.253941833972930908e-01
4.728245605468750000e+03 1.133268966674804688e+02 3.220880627632141113e-01
4.729333496093750000e+03 1.118924102783203125e+02 3.238235414028167725e-01
4.730423828125000000e+03 1.102080230712890625e+02 3.252254724502563477e-01
4.731512207031250000e+03 1.106033325195312500e+02 3.238179981708526611e-01
4.732603027343750000e+03 1.108130264282226562e+02 3.223845958709716797e-01
4.733691894531250000e+03 1.094968261718750000e+02 3.256338238716125488e-01
4.734780761718750000e+03 1.064536132812500000e+02 3.324676752090454102e-01
4.735872558593750000e+03 1.091428527832031250e+02 3.307755887508392334e-01
4.736962402343750000e+03 1.079330749511718750e+02 3.331575095653533936e-01
4.738054687500000000e+03 1.047793731689453125e+02 3.395751118659973145e-01
4.739144531250000000e+03 1.124818801879882812e+02 3.249402046203613281e-01
4.740237304687500000e+03 1.050151901245117188e+02 3.356974422931671143e-01
4.741327636718750000e+03 1.058913269042968750e+02 3.331845402717590332e-01
4.742421386718750000e+03 1.051072921752929688e+02 3.338983952999114990e-01
4.743512207031250000e+03 1.017458343505859375e+02 3.399428129196166992e-01
4.744603515625000000e+03 1.064709548950195312e+02 3.305324614048004150e-01
4.745697265625000000e+03 1.064332275390625000e+02 3.315331339836120605e-01
4.746789062500000000e+03 1.068659667968750000e+02 3.354547321796417236e-01
4.747883789062500000e+03 1.057502059936523438e+02 3.377988040447235107e-01
4.748976074218750000e+03 1.061519775390625000e+02 3.340886235237121582e-01
4.750071289062500000e+03 1.090992736816406250e+02 3.282623589038848877e-01
4.751164062500000000e+03 1.072097091674804688e+02 3.308143615722656250e-01
4.752256835937500000e+03 1.066387100219726562e+02 3.347413837909698486e-01
4.753352539062500000e+03 1.086272125244140625e+02 3.351272940635681152e-01
4.754446289062500000e+03 1.062331695556640625e+02 3.393437564373016357e-01
4.755542480468750000e+03 1.034655838012695312e+02 3.439312577247619629e-01
4.756636718750000000e+03 1.053519210815429688e+02 3.400292694568634033e-01
4.757733398437500000e+03 1.068501510620117188e+02 3.357113003730773926e-01
4.758828125000000000e+03 1.063526306152343750e+02 3.364576995372772217e-01
4.759922851562500000e+03 1.049731445312500000e+02 3.385502099990844727e-01
4.761020507812500000e+03 1.033841705322265625e+02 3.424014747142791748e-01
4.762115722656250000e+03 1.062240371704101562e+02 3.392477631568908691e-01
4.763213867187500000e+03 1.033861389160156250e+02 3.446361422538757324e-01
4.764309570312500000e+03 9.893753814697265625e+01 3.549707531929016113e-01
4.765408203125000000e+03 1.017150802612304688e+02 3.474548757076263428e-01
4.766504394531250000e+03 1.034123840332031250e+02 3.419165611267089844e-01
4.767601074218750000e+03 1.098193435668945312e+02 3.311625421047210693e-01
4.768700195312500000e+03 9.891770935058593750e+01 3.499131798744201660e-01
4.769797363281250000e+03 9.843315124511718750e+01 3.521033227443695068e-01
4.770897460937500000e+03 9.948390960693359375e+01 3.495052754878997803e-01
4.771995117187500000e+03 1.041996002197265625e+02 3.436004221439361572e-01
4.773095214843750000e+03 1.018505783081054688e+02 3.460840284824371338e-01
4.774193359375000000e+03 1.046998519897460938e+02 3.429529070854187012e-01
4.775291503906250000e+03 1.047354660034179688e+02 3.430591821670532227e-01
4.776392578125000000e+03 1.030211563110351562e+02 3.464573621749877930e-01
4.777491699218750000e+03 1.032811355590820312e+02 3.466123938560485840e-01
4.778593261718750000e+03 1.023014831542968750e+02 3.472069799900054932e-01
4.779692382812500000e+03 1.033391799926757812e+02 3.453367948532104492e-01
4.780794921875000000e+03 1.040056686401367188e+02 3.433186709880828857e-01
4.781894531250000000e+03 1.022478027343750000e+02 2.798101603984832764e-01
4.782994628906250000e+03 1.043717346191406250e+02 2.766713798046112061e-01
4.784097656250000000e+03 1.053406753540039062e+02 2.761791050434112549e-01
4.785198242187500000e+03 1.057070083618164062e+02 3.326150476932525635e-01
4.786301757812500000e+03 1.015935668945312500e+02 3.290609121322631836e-01
4.787402832031250000e+03 1.038612136840820312e+02 3.428125977516174316e-01
4.788506835937500000e+03 1.018144454956054688e+02 3.483277857303619385e-01
4.789608398437500000e+03 1.056519699096679688e+02 3.410044014453887939e-01
4.790709960937500000e+03 1.039858322143554688e+02 3.439192771911621094e-01
4.791814941406250000e+03 9.974931335449218750e+01 3.513813018798828125e-01
4.792916992187500000e+03 1.056291503906250000e+02 3.406833410263061523e-01
4.794022460937500000e+03 1.029939270019531250e+02 3.442498147487640381e-01
4.795125488281250000e+03 1.009504013061523438e+02 3.492358326911926270e-01
4.796230957031250000e+03 9.927091979980468750e+01 3.531579077243804932e-01
4.797334472656250000e+03 1.003807907104492188e+02 3.501716256141662598e-01
4.798437988281250000e+03 1.038576889038085938e+02 3.433370888233184814e-01
4.799544433593750000e+03 1.037910156250000000e+02 3.425229489803314209e-01
4.800648925781250000e+03 1.006299896240234375e+02 3.474348485469818115e-01
4.801755859375000000e+03 1.021044158935546875e+02 3.470719158649444580e-01
4.802860351562500000e+03 1.048134002685546875e+02 3.444998860359191895e-01
4.803967773437500000e+03 1.015777740478515625e+02 3.492220938205718994e-01
4.805073242187500000e+03 1.002335128784179688e+02 3.512751758098602295e-01
4.806178222656250000e+03 1.020603790283203125e+02 3.469487726688385010e-01
4.807286621093750000e+03 1.014043502807617188e+02 3.464694917201995850e-01
4.808392578125000000e+03 1.049711685180664062e+02 3.402493894100189209e-01
4.809501464843750000e+03 1.029533691406250000e+02 3.433268368244171143e-01
4.810607910156250000e+03 1.002609329223632812e+02 3.491397202014923096e-01
4.811717285156250000e+03 1.000338439941406250e+02 3.512021899223327637e-01
4.812824218750000000e+03 1.052315902709960938e+02 3.414086401462554932e-01
4.813931152343750000e+03 1.022329330444335938e+02 3.486112952232360840e-01
4.815041503906250000e+03 1.007306518554687500e+02 3.512496650218963623e-01
4.816148925781250000e+03 1.021054229736328125e+02 3.452803194522857666e-01
4.817259765625000000e+03 9.951878356933593750e+01 3.449201881885528564e-01
4.818367675781250000e+03 1.018050994873046875e+02 3.386020958423614502e-01
4.819479003906250000e+03 1.039326095581054688e+02 3.383978009223937988e-01
4.820587890625000000e+03 9.965499877929687500e+01 3.496738374233245850e-01
4.821696777343750000e+03 9.967182159423828125e+01 3.489882647991180420e-01
4.822808593750000000e+03 1.046732025146484375e+02 3.419365882873535156e-01
4.823917968750000000e+03 1.018462905883789062e+02 3.453378379344940186e-01
4.825030273437500000e+03 1.013433456420898438e+02 3.482893705368041992e-01
4.826140136718750000e+03 9.669923400878906250e+01 3.553562760353088379e-01
4.827253417968750000e+03 9.928128051757812500e+01 3.523996770381927490e-01
4.828363769531250000e+03 1.011493453979492188e+02 3.480404019355773926e-01
4.829477050781250000e+03 9.930249786376953125e+01 3.498525023460388184e-01
4.830588378906250000e+03 1.007389068603515625e+02 3.486209809780120850e-01
4.831699218750000000e+03 9.900157165527343750e+01 3.515166938304901123e-01
4.832813476562500000e+03 9.854896545410156250e+01 3.534636199474334717e-01
4.833925292968750000e+03 9.756034851074218750e+01 3.546181321144104004e-01
4.835040039062500000e+03 1.032598800659179688e+02 3.430002927780151367e-01
4.836152343750000000e+03 1.015006408691406250e+02 3.434485197067260742e-01
4.837267578125000000e+03 1.023441467285156250e+02 3.397406637668609619e-01
4.838380371093750000e+03 9.740467071533203125e+01 3.489345312118530273e-01
4.839493652343750000e+03 9.870960235595703125e+01 3.468277156352996826e-01
4.840609375000000000e+03 1.005035705566406250e+02 3.436704576015472412e-01
4.841723144531250000e+03 1.009099731445312500e+02 3.447342813014984131e-01
4.842839355468750000e+03 9.771722412109375000e+01 3.457874953746795654e-01
4.843953613281250000e+03 9.909371948242187500e+01 3.418918251991271973e-01
4.845070800781250000e+03 1.004995880126953125e+02 3.444482088088989258e-01
4.846185058593750000e+03 1.016763076782226562e+02 3.433842062950134277e-01
4.847300292968750000e+03 1.027353897094726562e+02 3.427557647228240967e-01
4.848417968750000000e+03 9.881646728515625000e+01 3.467002213001251221e-01
4.849533203125000000e+03 1.021822280883789062e+02 3.412425518035888672e-01
4.850651367187500000e+03 1.016714401245117188e+02 3.419729471206665039e-01
4.851767578125000000e+03 9.652997589111328125e+01 3.529099822044372559e-01
4.852886230468750000e+03 9.722023773193359375e+01 3.531799912452697754e-01
4.854002441406250000e+03 9.846812438964843750e+01 3.499335646629333496e-01
4.855119140625000000e+03 9.837342071533203125e+01 3.489071726799011230e-01
4.856238769531250000e+03 9.928614807128906250e+01 3.478273153305053711e-01
4.857355957031250000e+03 1.001272811889648438e+02 3.481453359127044678e-01
4.858476074218750000e+03 9.943595123291015625e+01 3.509428501129150391e-01
4.859593750000000000e+03 9.864769744873046875e+01 3.532089591026306152e-01
4.860714355468750000e+03 9.718482208251953125e+01 3.547860682010650635e-01
4.861832519531250000e+03 9.284386444091796875e+01 3.599246144294738770e-01
4.862951171875000000e+03 9.400353240966796875e+01 3.601572215557098389e-01
4.864072265625000000e+03 9.143389892578125000e+01 3.390573859214782715e-01
4.865191406250000000e+03 2.016667022705078125e+02 2.477670907974243164e-01
4.866313476562500000e+03 8.041289672851562500e+02 7.039634138345718384e-02
4.867432617187500000e+03 1.595924194335937500e+03 3.521242365241050720e-02
4.868555175781250000e+03 1.570676879882812500e+03 3.734639659523963928e-02
4.869675292968750000e+03 7.470693359375000000e+02 7.393238693475723267e-02
4.870795410156250000e+03 2.618427429199218750e+02 1.742121726274490356e-01
4.871918945312500000e+03 1.218209152221679688e+02 3.041438460350036621e-01
4.873039550781250000e+03 1.006218261718750000e+02 3.483353257179260254e-01
4.874163085937500000e+03 9.836159515380859375e+01 3.579342067241668701e-01
4.875284667968750000e+03 9.709993743896484375e+01 3.619460463523864746e-01
4.876408691406250000e+03 9.876824188232421875e+01 3.590752482414245605e-01
4.877530761718750000e+03 9.689639282226562500e+01 3.624044060707092285e-01
4.878652832031250000e+03 9.840533447265625000e+01 3.595463931560516357e-01
4.879777832031250000e+03 9.773168182373046875e+01 3.609602749347686768e-01
4.880900390625000000e+03 9.668926239013671875e+01 3.619765043258666992e-01
4.882025878906250000e+03 9.975125122070312500e+01 3.556077778339385986e-01
4.883148925781250000e+03 1.021916961669921875e+02 3.522289395332336426e-01
4.884274902343750000e+03 9.846144104003906250e+01 3.586247861385345459e-01
4.885398437500000000e+03 9.857221984863281250e+01 3.604106605052947998e-01
4.886522460937500000e+03 1.030921401977539062e+02 3.550066947937011719e-01
4.887649414062500000e+03 1.036967391967773438e+02 3.538204133510589600e-01
4.888773437500000000e+03 1.003115539550781250e+02 3.592411577701568604e-01
4.889900878906250000e+03 9.882115173339843750e+01 3.613328635692596436e-01
4.891025878906250000e+03 1.001556396484375000e+02 3.595621287822723389e-01
4.892153808593750000e+03 9.933437347412109375e+01 3.629082143306732178e-01
4.893279296875000000e+03 9.905435943603515625e+01 3.635628819465637207e-01
4.894404785156250000e+03 9.985681915283203125e+01 3.619128167629241943e-01
4.895533691406250000e+03 9.872825622558593750e+01 3.631851673126220703e-01
4.896659667968750000e+03 9.785710144042968750e+01 3.604020178318023682e-01
4.897789062500000000e+03 9.794715118408203125e+01 3.580887317657470703e-01
4.898915527343750000e+03 9.694231414794921875e+01 3.641096949577331543e-01
4.900045410156250000e+03 9.942425537109375000e+01 3.656202554702758789e-01
4.901172363281250000e+03 9.909295654296875000e+01 3.656961619853973389e-01
4.902299804687500000e+03 1.008136749267578125e+02 3.612431883811950684e-01
4.903430664062500000e+03 9.842802429199218750e+01 3.630075752735137939e-01
4.904558593750000000e+03 1.014530487060546875e+02 3.554201722145080566e-01
4.905689453125000000e+03 9.948600006103515625e+01 3.634305894374847412e-01
4.906817871093750000e+03 9.787715148925781250e+01 3.680170774459838867e-01
4.907949707031250000e+03 1.022656402587890625e+02 3.615439236164093018e-01
4.909078613281250000e+03 9.970087432861328125e+01 3.687151074409484863e-01
4.910208007812500000e+03 1.004862899780273438e+02 3.677530288696289062e-01
4.911340332031250000e+03 9.965168762207031250e+01 3.689571917057037354e-01
4.912470214843750000e+03 1.000487136840820312e+02 3.670605421066284180e-01
4.913603027343750000e+03 9.728257751464843750e+01 3.702215552330017090e-01
4.914733398437500000e+03 9.650761413574218750e+01 3.693529963493347168e-01
4.915866699218750000e+03 9.793279266357421875e+01 3.658035099506378174e-01
4.916997558593750000e+03 9.767448425292968750e+01 3.665948808193206787e-01
4.918131347656250000e+03 9.907244110107421875e+01 3.634774386882781982e-01
4.919262695312500000e+03 1.012629394531250000e+02 3.603065907955169678e-01
4.920394531250000000e+03 9.885595703125000000e+01 3.649259805679321289e-01
4.921528808593750000e+03 9.769631195068359375e+01 3.683972358703613281e-01
4.922661132812500000e+03 9.770532226562500000e+01 3.676538765430450439e-01
4.923796386718750000e+03 9.922787475585937500e+01 3.651914894580841064e-01
4.924929199218750000e+03 9.885729217529296875e+01 3.677039146423339844e-01
4.926064941406250000e+03 9.457826995849609375e+01 3.751321136951446533e-01
4.927197753906250000e+03 1.024869766235351562e+02 3.609599173069000244e-01
4.928331542968750000e+03 1.089145660400390625e+02 3.468911051750183105e-01
4.929467773437500000e+03 1.057350921630859375e+02 3.506816029548645020e-01
4.930602050781250000e+03 1.016443481445312500e+02 3.582507669925689697e-01
4.931738769531250000e+03 9.906478118896484375e+01 3.625072836875915527e-01
4.932873535156250000e+03 9.705963897705078125e+01 3.668271899223327637e-01
4.934010742187500000e+03 1.015695343017578125e+02 3.604784607887268066e-01
4.935145996093750000e+03 1.018294754028320312e+02 3.616038858890533447e-01
4.936281250000000000e+03 9.735100555419921875e+01 3.715232014656066895e-01
4.937419433593750000e+03 9.877694702148437500e+01 3.672936558723449707e-01
4.938555664062500000e+03 9.703378295898437500e+01 3.710274100303649902e-01
4.939694335937500000e+03 9.728957366943359375e+01 3.704741597175598145e-01
4.940830566406250000e+03 9.426792144775390625e+01 3.786290585994720459e-01
4.941970214843750000e+03 9.550258636474609375e+01 3.741539120674133301e-01
4.943106933593750000e+03 1.015438537597656250e+02 3.622616231441497803e-01
4.944244140625000000e+03 9.653526306152343750e+01 3.730450272560119629e-01
4.945384277343750000e+03 9.644877624511718750e+01 3.737214803695678711e-01
4.946521972656250000e+03 1.009817352294921875e+02 3.663990199565887451e-01
4.947662597656250000e+03 9.769847869873046875e+01 3.726359605789184570e-01
4.948800781250000000e+03 9.686149597167968750e+01 3.750108182430267334e-01
4.949941894531250000e+03 9.530140686035156250e+01 3.750725686550140381e-01
4.951080566406250000e+03 9.884457397460937500e+01 3.694055378437042236e-01
4.952219726562500000e+03 9.608141326904296875e+01 3.747849166393280029e-01
4.953361816406250000e+03 9.435190582275390625e+01 3.769500553607940674e-01
4.954500976562500000e+03 9.487998962402343750e+01 3.757860660552978516e-01
4.955643554687500000e+03 9.401110076904296875e+01 3.761429190635681152e-01
4.956783691406250000e+03 9.858376312255859375e+01 3.695416748523712158e-01
4.957926757812500000e+03 9.801294708251953125e+01 3.701246976852416992e-01
4.959067382812500000e+03 9.404071044921875000e+01 3.763934075832366943e-01
4.960208007812500000e+03 9.417495727539062500e+01 3.756100833415985107e-01
4.961352050781250000e+03 9.747296142578125000e+01 3.692824542522430420e-01
4.962493164062500000e+03 1.011705093383789062e+02 3.267513513565063477e-01
4.963637695312500000e+03 2.573700256347656250e+02 2.182543426752090454e-01
4.964779296875000000e+03 5.959631958007812500e+02 9.476768970489501953e-02
4.965924316406250000e+03 7.225250244140625000e+02 7.788383960723876953e-02
4.967066894531250000e+03 4.781329345703125000e+02 1.259649693965911865e-01
4.968209472656250000e+03 1.934953918457031250e+02 2.273289114236831665e-01
4.969354980468750000e+03 1.129301605224609375e+02 3.275633752346038818e-01
4.970498046875000000e+03 9.708094024658203125e+01 3.708592057228088379e-01
4.971644531250000000e+03 9.700940704345703125e+01 3.760092854499816895e-01
4.972788085937500000e+03 8.835102844238281250e+01 3.949494659900665283e-01
4.973935058593750000e+03 9.175301361083984375e+01 3.875945508480072021e-01
4.975079101562500000e+03 9.380153656005859375e+01 3.814172744750976562e-01
4.976223632812500000e+03 9.629899597167968750e+01 3.748243451118469238e-01
4.977371093750000000e+03 9.517652893066406250e+01 3.782754838466644287e-01
4.978516113281250000e+03 9.375255584716796875e+01 3.807961642742156982e-01
4.979664062500000000e+03 9.481239318847656250e+01 3.769416511058807373e-01
4.980809570312500000e+03 9.590540313720703125e+01 3.744818866252899170e-01
4.981958496093750000e+03 9.534185028076171875e+01 3.753540515899658203e-01
4.983104492187500000e+03 9.227646636962890625e+01 3.814817070960998535e-01
4.984250976562500000e+03 9.424589538574218750e+01 3.676901161670684814e-01
4.985400390625000000e+03 9.144842529296875000e+01 3.831183612346649170e-01
4.986546875000000000e+03 9.164942932128906250e+01 3.866026997566223145e-01
4.987696777343750000e+03 9.245430755615234375e+01 3.854166865348815918e-01
4.988844238281250000e+03 9.331173706054687500e+01 3.832989335060119629e-01
4.989994628906250000e+03 9.408084869384765625e+01 3.796164095401763916e-01
4.991142578125000000e+03 9.998450469970703125e+01 3.666204214096069336e-01
4.992291015625000000e+03 1.031618728637695312e+02 3.591645359992980957e-01
4.993441894531250000e+03 9.931911468505859375e+01 3.648635149002075195e-01
4.994590820312500000e+03 9.726109313964843750e+01 3.699977099895477295e-01
4.995742675781250000e+03 9.561138153076171875e+01 3.642083406448364258e-01
4.996892089843750000e+03 9.145637512207031250e+01 3.688075542449951172e-01
4.998043945312500000e+03 9.176130676269531250e+01 3.821699619293212891e-01
4.999193847656250000e+03 9.259084320068359375e+01 3.868573009967803955e-01
5.000343750000000000e+03 9.195630645751953125e+01 3.837565779685974121e-01
5.001497070312500000e+03 9.386342620849609375e+01 3.774403929710388184e-01
5.002647460937500000e+03 9.464175415039062500e+01 3.755210936069488525e-01
5.003801269531250000e+03 9.478775024414062500e+01 3.775827884674072266e-01
5.004952148437500000e+03 9.336900329589843750e+01 3.814890980720520020e-01
5.006106445312500000e+03 9.523320770263671875e+01 3.796724379062652588e-01
5.007258300781250000e+03 9.476253509521484375e+01 3.773534297943115234e-01
5.008412597656250000e+03 9.356769561767578125e+01 3.807870149612426758e-01
5.009564941406250000e+03 8.910775756835937500e+01 3.598470687866210938e-01
5.010717285156250000e+03 1.798885345458984375e+02 2.694995999336242676e-01
5.011873046875000000e+03 8.137113647460937500e+02 8.399289101362228394e-02
5.013025878906250000e+03 1.795582763671875000e+03 3.294520452618598938e-02
5.014181640625000000e+03 1.851085815429687500e+03 3.346165642142295837e-02
5.015335449218750000e+03 9.713897094726562500e+02 7.579952478408813477e-02
5.016491699218750000e+03 2.800849304199218750e+02 1.805149912834167480e-01
5.017645996093750000e+03 1.199558334350585938e+02 3.075690269470214844e-01
5.018800292968750000e+03 9.360352325439453125e+01 3.723110556602478027e-01
5.019957519531250000e+03 9.514688873291015625e+01 3.754471540451049805e-01
5.021112304687500000e+03 1.082961883544921875e+02 3.488274216651916504e-01
5.022270019531250000e+03 1.227136917114257812e+02 3.221870064735412598e-01
5.023425781250000000e+03 1.165314865112304688e+02 3.323581516742706299e-01
5.024583984375000000e+03 1.027122497558593750e+02 3.579174280166625977e-01
5.025739746093750000e+03 9.641297149658203125e+01 3.746111690998077393e-01
5.026895996093750000e+03 9.674144744873046875e+01 3.769674003124237061e-01
5.028055175781250000e+03 9.455863952636718750e+01 3.825678229331970215e-01
5.029211914062500000e+03 9.064714050292968750e+01 3.940432369709014893e-01
5.030371582031250000e+03 9.147200012207031250e+01 3.936717808246612549e-01
5.031528808593750000e+03 9.112445068359375000e+01 3.952629566192626953e-01
5.032688964843750000e+03 9.043045806884765625e+01 3.979064226150512695e-01
5.033847167968750000e+03 8.797225189208984375e+01 4.031669497489929199e-01
5.035004882812500000e+03 9.560168457031250000e+01 3.814644813537597656e-01
5.036166015625000000e+03 9.187203216552734375e+01 3.894856572151184082e-01
5.037324707031250000e+03 9.144302368164062500e+01 3.923865556716918945e-01
5.038486328125000000e+03 9.285122680664062500e+01 3.903332352638244629e-01
5.039645507812500000e+03 9.526616668701171875e+01 3.847492337226867676e-01
5.040807617187500000e+03 9.094301605224609375e+01 3.947987854480743408e-01
5.041966796875000000e+03 9.275229644775390625e+01 3.908351063728332520e-01
5.043126953125000000e+03 9.038516998291015625e+01 3.961672782897949219e-01
5.044290039062500000e+03 9.188890838623046875e+01 3.930960297584533691e-01
5.045450195312500000e+03 9.485286712646484375e+01 3.880600333213806152e-01
5.046613769531250000e+03 9.408733367919921875e+01 3.895807862281799316e-01
5.047774902343750000e+03 9.465712738037109375e+01 3.894943594932556152e-01
5.048938964843750000e+03 9.358413696289062500e+01 3.914881646633148193e-01
5.050100097656250000e+03 9.337690734863281250e+01 3.899580538272857666e-01
5.051262207031250000e+03 9.387597656250000000e+01 3.882448673248291016e-01
5.052426757812500000e+03 9.151707458496093750e+01 3.930313885211944580e-01
5.053589355468750000e+03 9.111522674560546875e+01 3.932569324970245361e-01
5.054754394531250000e+03 9.316984558105468750e+01 3.889180719852447510e-01
5.055917480468750000e+03 9.170835876464843750e+01 3.867233395576477051e-01
5.057083007812500000e+03 9.220021057128906250e+01 3.830581307411193848e-01
