Wavelength_Angs Flux(erg/s/cm2/A) flux_err
3.914713623046875000e+03 1.764847717285156250e+02 1.619722545146942139e-01
3.915614257812500000e+03 1.802646484375000000e+02 1.601486355066299438e-01
3.916517089843750000e+03 1.786213989257812500e+02 1.607912629842758179e-01
3.917418212890625000e+03 1.734716949462890625e+02 1.630058437585830688e-01
3.918321533203125000e+03 1.721034088134765625e+02 1.652802377939224243e-01
3.919222900390625000e+03 1.740211029052734375e+02 1.665104180574417114e-01
3.920126708984375000e+03 1.717944793701171875e+02 1.684225201606750488e-01
3.921028564453125000e+03 1.756992187500000000e+02 1.671816706657409668e-01
3.921930664062500000e+03 1.805124053955078125e+02 1.654977500438690186e-01
3.922834960937500000e+03 1.740956573486328125e+02 1.683228760957717896e-01
3.923737304687500000e+03 1.782271270751953125e+02 1.667689234018325806e-01
3.924642089843750000e+03 1.706333465576171875e+02 1.695955097675323486e-01
3.925545166015625000e+03 1.665673828125000000e+02 1.707136631011962891e-01
3.926450195312500000e+03 1.725203857421875000e+02 1.681427359580993652e-01
3.927353515625000000e+03 1.766129150390625000e+02 1.660211384296417236e-01
3.928257080078125000e+03 1.760213928222656250e+02 1.667953431606292725e-01
3.929162841796875000e+03 1.711348571777343750e+02 1.696023344993591309e-01
3.930066650390625000e+03 1.619810638427734375e+02 1.752310842275619507e-01
3.930973144531250000e+03 1.690994415283203125e+02 1.724624037742614746e-01
3.931877441406250000e+03 1.665214080810546875e+02 1.741117238998413086e-01
3.932783935546875000e+03 1.584906768798828125e+02 1.770004034042358398e-01
3.933688720703125000e+03 1.538993225097656250e+02 1.792956441640853882e-01
3.934593750000000000e+03 1.535311737060546875e+02 1.794474273920059204e-01
3.935500976562500000e+03 1.576373596191406250e+02 1.771054118871688843e-01
3.936406250000000000e+03 1.638874816894531250e+02 1.738827973604202271e-01
3.937314208984375000e+03 1.634204864501953125e+02 1.741750240325927734e-01
3.938219970703125000e+03 1.565494384765625000e+02 1.795112043619155884e-01
3.939127929687500000e+03 1.550338287353515625e+02 1.811859905719757080e-01
3.940034179687500000e+03 1.500019836425781250e+02 1.842297911643981934e-01
3.940940673828125000e+03 1.610939788818359375e+02 1.780098974704742432e-01
3.941849365234375000e+03 1.661312103271484375e+02 1.735607385635375977e-01
3.942756103515625000e+03 1.644514007568359375e+02 1.715405583381652832e-01
3.943665283203125000e+03 1.724128875732421875e+02 1.637879759073257446e-01
3.944572509765625000e+03 1.801299743652343750e+02 1.535651236772537231e-01
3.945482177734375000e+03 1.755164337158203125e+02 1.557370573282241821e-01
3.946389892578125000e+03 1.759401550292968750e+02 1.645146310329437256e-01
3.947297851562500000e+03 1.735272521972656250e+02 1.654202193021774292e-01
3.948208007812500000e+03 1.745637359619140625e+02 1.635183840990066528e-01
3.949116210937500000e+03 1.669129638671875000e+02 1.659049838781356812e-01
3.950026855468750000e+03 1.674872894287109375e+02 1.640131771564483643e-01
3.950935546875000000e+03 1.750911712646484375e+02 1.598697602748870850e-01
3.951846679687500000e+03 1.745051116943359375e+02 1.575928330421447754e-01
3.952755859375000000e+03 1.711157226562500000e+02 1.564087867736816406e-01
3.953665039062500000e+03 1.728789520263671875e+02 1.543476879596710205e-01
3.954576904296875000e+03 1.724235687255859375e+02 1.524617224931716919e-01
3.955486572265625000e+03 1.713262481689453125e+02 1.515743881464004517e-01
3.956398681640625000e+03 1.740400085449218750e+02 1.501380056142807007e-01
3.957308837890625000e+03 1.811793823242187500e+02 1.472756415605545044e-01
3.958221435546875000e+03 1.714842071533203125e+02 1.521004587411880493e-01
3.959132080078125000e+03 1.658200836181640625e+02 1.540873050689697266e-01
3.960044921875000000e+03 1.803709259033203125e+02 1.507932990789413452e-01
3.960956054687500000e+03 1.823527679443359375e+02 1.511096507310867310e-01
3.961867187500000000e+03 1.763639526367187500e+02 1.550133675336837769e-01
3.962780761718750000e+03 1.776527404785156250e+02 1.577514708042144775e-01
3.963692382812500000e+03 1.695701446533203125e+02 1.628837287425994873e-01
3.964606445312500000e+03 1.684515991210937500e+02 1.657385975122451782e-01
3.965518554687500000e+03 1.779880218505859375e+02 1.622602641582489014e-01
3.966432861328125000e+03 1.560022277832031250e+02 1.750693768262863159e-01
3.967345458984375000e+03 1.666256713867187500e+02 1.725810319185256958e-01
3.968258056640625000e+03 1.561034851074218750e+02 1.789853274822235107e-01
3.969173095703125000e+03 1.580229644775390625e+02 1.803895831108093262e-01
3.970086181640625000e+03 1.639284362792968750e+02 1.783173680305480957e-01
3.971001708984375000e+03 1.675538330078125000e+02 1.771212220191955566e-01
3.971915283203125000e+03 1.749790191650390625e+02 1.728310286998748779e-01
3.972831298828125000e+03 1.843752441406250000e+02 1.668987572193145752e-01
3.973745117187500000e+03 2.427149658203125000e+02 1.424673944711685181e-01
3.974659179687500000e+03 3.414938354492187500e+02 1.142564043402671814e-01
3.975575927734375000e+03 3.915962524414062500e+02 1.050422191619873047e-01
3.976490478515625000e+03 3.163471984863281250e+02 1.227780878543853760e-01
3.977407470703125000e+03 2.043554840087890625e+02 1.597543358802795410e-01
3.978322509765625000e+03 1.511544494628906250e+02 1.849612146615982056e-01
3.979239746093750000e+03 1.407889099121093750e+02 1.949932575225830078e-01
3.980155273437500000e+03 1.466596069335937500e+02 1.931701004505157471e-01
3.981070800781250000e+03 1.592954101562500000e+02 1.854743361473083496e-01
3.981988769531250000e+03 1.540068817138671875e+02 1.875385940074920654e-01
3.982905029296875000e+03 1.719123687744140625e+02 1.774070858955383301e-01
3.983823242187500000e+03 1.733448944091796875e+02 1.773534268140792847e-01
3.984739746093750000e+03 1.632760772705078125e+02 1.832201927900314331e-01
3.985658691406250000e+03 1.581569671630859375e+02 1.860836744308471680e-01
3.986575683593750000e+03 1.723951873779296875e+02 1.809860914945602417e-01
3.987492675781250000e+03 1.699488067626953125e+02 1.821545958518981934e-01
3.988412109375000000e+03 1.614745788574218750e+02 1.865913569927215576e-01
3.989329833984375000e+03 1.626930084228515625e+02 1.872262656688690186e-01
3.990249755859375000e+03 1.589945068359375000e+02 1.887212395668029785e-01
3.991167724609375000e+03 1.606104278564453125e+02 1.880289018154144287e-01
3.992087890625000000e+03 1.670458068847656250e+02 1.834857165813446045e-01
3.993006347656250000e+03 1.634975433349609375e+02 1.848531365394592285e-01
3.993925048828125000e+03 1.617525177001953125e+02 1.850944459438323975e-01
3.994845947265625000e+03 1.675231933593750000e+02 1.831026375293731689e-01
3.995764892578125000e+03 1.647258605957031250e+02 1.848803609609603882e-01
3.996686279296875000e+03 1.675402221679687500e+02 1.856755316257476807e-01
3.997605712890625000e+03 1.697829284667968750e+02 1.860730051994323730e-01
3.998527587890625000e+03 1.644918670654296875e+02 1.881274580955505371e-01
3.999447509765625000e+03 1.659451446533203125e+02 1.871116906404495239e-01
4.000367431640625000e+03 1.725657501220703125e+02 1.831440180540084839e-01
4.001290039062500000e+03 1.748665313720703125e+02 1.814800798892974854e-01
4.002210449218750000e+03 1.638535919189453125e+02 1.882588565349578857e-01
4.003133300781250000e+03 1.656250152587890625e+02 1.867813766002655029e-01
4.004054443359375000e+03 1.681075897216796875e+02 1.853085607290267944e-01
4.004977539062500000e+03 1.694958953857421875e+02 1.844150274991989136e-01
4.005898925781250000e+03 1.703408660888671875e+02 1.841557770967483521e-01
4.006820556640625000e+03 1.692183990478515625e+02 1.843640357255935669e-01
4.007744628906250000e+03 1.671699523925781250e+02 1.853093355894088745e-01
4.008666503906250000e+03 1.647759399414062500e+02 1.860366165637969971e-01
4.009590820312500000e+03 1.603619689941406250e+02 1.879836767911911011e-01
4.010513183593750000e+03 1.614540557861328125e+02 1.894224435091018677e-01
4.011437988281250000e+03 1.595475769042968750e+02 1.922515630722045898e-01
4.012360839843750000e+03 1.521001129150390625e+02 1.970644146203994751e-01
4.013283935546875000e+03 1.624367828369140625e+02 1.924356371164321899e-01
4.014209472656250000e+03 1.652151489257812500e+02 1.909173876047134399e-01
4.015132812500000000e+03 1.627369537353515625e+02 1.924637407064437866e-01
4.016058837890625000e+03 1.586149291992187500e+02 1.949268579483032227e-01
4.016982666015625000e+03 1.579756011962890625e+02 1.948824077844619751e-01
4.017908935546875000e+03 1.645511627197265625e+02 1.904431432485580444e-01
4.018833251953125000e+03 1.582622222900390625e+02 1.930244117975234985e-01
4.019757812500000000e+03 1.579815979003906250e+02 1.925086379051208496e-01
4.020684814453125000e+03 1.708713836669921875e+02 1.841149479150772095e-01
4.021609619140625000e+03 1.609328765869140625e+02 1.886993199586868286e-01
4.022537109375000000e+03 1.663865661621093750e+02 1.864647567272186279e-01
4.023462402343750000e+03 1.642702331542968750e+02 1.889661848545074463e-01
4.024390136718750000e+03 1.610264129638671875e+02 1.918445229530334473e-01
4.025316162109375000e+03 1.635768890380859375e+02 1.916334629058837891e-01
4.026242187500000000e+03 1.632372589111328125e+02 1.916911005973815918e-01
4.027170410156250000e+03 1.614400939941406250e+02 1.926335841417312622e-01
4.028096923828125000e+03 1.599347229003906250e+02 1.929781585931777954e-01
4.029025878906250000e+03 1.474093322753906250e+02 2.001970112323760986e-01
4.029952636718750000e+03 1.580842132568359375e+02 1.913248151540756226e-01
4.030882080078125000e+03 1.700521392822265625e+02 1.840751171112060547e-01
4.031809326171875000e+03 1.729592742919921875e+02 1.823666691780090332e-01
4.032739013671875000e+03 1.681090850830078125e+02 1.851481348276138306e-01
4.033666748046875000e+03 1.608847351074218750e+02 1.887049823999404907e-01
4.034594726562500000e+03 1.597813262939453125e+02 1.900371313095092773e-01
4.035525146484375000e+03 1.579920806884765625e+02 1.911932975053787231e-01
4.036453369140625000e+03 1.550660095214843750e+02 1.936580091714859009e-01
4.037384277343750000e+03 1.661484985351562500e+02 1.870253831148147583e-01
4.038312988281250000e+03 1.519785461425781250e+02 1.905980110168457031e-01
4.039244140625000000e+03 1.592232818603515625e+02 1.914882808923721313e-01
4.040173583984375000e+03 1.696528930664062500e+02 1.860166192054748535e-01
4.041103027343750000e+03 1.576753997802734375e+02 1.913580745458602905e-01
4.042034667968750000e+03 1.577843475341796875e+02 1.897448599338531494e-01
4.042964599609375000e+03 1.644840698242187500e+02 1.848413050174713135e-01
4.043896972656250000e+03 1.661677703857421875e+02 1.831818670034408569e-01
4.044827148437500000e+03 1.618781127929687500e+02 1.855802088975906372e-01
4.045760009765625000e+03 1.564085235595703125e+02 1.881853491067886353e-01
4.046690673828125000e+03 1.605964965820312500e+02 1.845385581254959106e-01
4.047621582031250000e+03 1.660035552978515625e+02 1.799111068248748779e-01
4.048554931640625000e+03 1.607175903320312500e+02 1.836394667625427246e-01
4.049486328125000000e+03 1.638085937500000000e+02 1.843664199113845825e-01
4.050420166015625000e+03 1.625749816894531250e+02 1.869699060916900635e-01
4.051352050781250000e+03 1.635267333984375000e+02 1.868955045938491821e-01
4.052286132812500000e+03 1.647320861816406250e+02 1.871790885925292969e-01
4.053218505859375000e+03 1.626877441406250000e+02 1.881373971700668335e-01
4.054150878906250000e+03 1.628593139648437500e+02 1.877362579107284546e-01
4.055085693359375000e+03 1.668141937255859375e+02 1.859515011310577393e-01
4.056018554687500000e+03 1.653725891113281250e+02 1.864963471889495850e-01
4.056953857421875000e+03 1.608895263671875000e+02 1.898806989192962646e-01
4.057887207031250000e+03 1.603221435546875000e+02 1.911098212003707886e-01
4.058822998046875000e+03 1.667282104492187500e+02 1.880061626434326172e-01
4.059756591796875000e+03 1.631060180664062500e+02 1.903211176395416260e-01
4.060690673828125000e+03 1.618175048828125000e+02 1.911617815494537354e-01
4.061626953125000000e+03 1.688604125976562500e+02 1.880735903978347778e-01
4.062561279296875000e+03 1.687559051513671875e+02 1.867928802967071533e-01
4.063498291015625000e+03 1.678682708740234375e+02 1.871635913848876953e-01
4.064433105468750000e+03 1.710815124511718750e+02 1.866082996129989624e-01
4.065370117187500000e+03 1.611493530273437500e+02 1.927128136157989502e-01
4.066305419921875000e+03 1.620528564453125000e+02 1.935112327337265015e-01
4.067240966796875000e+03 1.614182128906250000e+02 1.951692551374435425e-01
4.068178710937500000e+03 1.550381011962890625e+02 1.999420672655105591e-01
4.069114746093750000e+03 1.538528442382812500e+02 1.999291479587554932e-01
4.070052978515625000e+03 1.606072082519531250e+02 1.958856582641601562e-01
4.070989257812500000e+03 1.642711029052734375e+02 1.946540921926498413e-01
4.071927978515625000e+03 1.630619354248046875e+02 1.943541020154953003e-01
4.072864746093750000e+03 1.694234466552734375e+02 1.902815103530883789e-01
4.073801757812500000e+03 1.781812896728515625e+02 1.861658394336700439e-01
4.074741210937500000e+03 1.715902404785156250e+02 1.906027495861053467e-01
4.075678710937500000e+03 1.644864807128906250e+02 1.963453888893127441e-01
4.076618408203125000e+03 1.533518676757812500e+02 2.040154039859771729e-01
4.077556152343750000e+03 1.524405059814453125e+02 2.041117399930953979e-01
4.078496582031250000e+03 1.591842651367187500e+02 1.996644735336303711e-01
4.079434814453125000e+03 1.601313629150390625e+02 1.986907571554183960e-01
4.080373291015625000e+03 1.593164520263671875e+02 1.985487043857574463e-01
4.081314208984375000e+03 1.599748535156250000e+02 1.970830261707305908e-01
4.082253173828125000e+03 1.674843750000000000e+02 1.935348361730575562e-01
4.083194335937500000e+03 1.679620056152343750e+02 1.944477707147598267e-01
4.084133789062500000e+03 1.518533782958984375e+02 2.050220668315887451e-01
4.085075683593750000e+03 1.521729278564453125e+02 2.064072787761688232e-01
4.086015380859375000e+03 1.575618133544921875e+02 2.026495039463043213e-01
4.086955322265625000e+03 1.527555847167968750e+02 2.063609510660171509e-01
4.087897705078125000e+03 1.542552032470703125e+02 2.058154791593551636e-01
4.088838134765625000e+03 1.525432739257812500e+02 2.065742164850234985e-01
4.089781005859375000e+03 1.558542938232421875e+02 2.046911865472793579e-01
4.090721923828125000e+03 1.551139068603515625e+02 2.039398252964019775e-01
4.091665283203125000e+03 1.567287292480468750e+02 2.035864144563674927e-01
4.092606445312500000e+03 1.567467651367187500e+02 2.058914005756378174e-01
4.093548095703125000e+03 1.446095275878906250e+02 2.145761400461196899e-01
4.094491943359375000e+03 1.390915374755859375e+02 2.188308835029602051e-01
4.095433837890625000e+03 1.490058135986328125e+02 2.112936824560165405e-01
4.096378417968750000e+03 1.509458923339843750e+02 2.094157636165618896e-01
4.097320800781250000e+03 1.479913482666015625e+02 2.118170708417892456e-01
4.098265625000000000e+03 1.499564361572265625e+02 2.099352329969406128e-01
4.099208496093750000e+03 1.547316436767578125e+02 2.069896757602691650e-01
4.100151367187500000e+03 1.550151062011718750e+02 2.079704701900482178e-01
4.101096679687500000e+03 1.432054290771484375e+02 2.161233127117156982e-01
4.102040039062500000e+03 1.377083587646484375e+02 2.210131734609603882e-01
4.102986328125000000e+03 1.404385681152343750e+02 2.192259728908538818e-01
4.103930175781250000e+03 1.334136505126953125e+02 2.193569988012313843e-01
4.104876464843750000e+03 1.736036834716796875e+02 1.913911700248718262e-01
4.105820800781250000e+03 3.213854064941406250e+02 1.255228221416473389e-01
4.106767578125000000e+03 5.211387329101562500e+02 8.991376310586929321e-02
4.107712402343750000e+03 5.346437988281250000e+02 8.746568113565444946e-02
4.108657226562500000e+03 3.586470031738281250e+02 1.216491311788558960e-01
4.109604492187500000e+03 2.017612304687500000e+02 1.747282147407531738e-01
4.110550292968750000e+03 1.457357025146484375e+02 2.072470337152481079e-01
4.111498046875000000e+03 1.425845184326171875e+02 2.165167331695556641e-01
4.112443847656250000e+03 1.478549804687500000e+02 2.139441967010498047e-01
4.113392089843750000e+03 1.536114196777343750e+02 2.094514369964599609e-01
4.114338378906250000e+03 1.505890045166015625e+02 2.101889103651046753e-01
4.115285156250000000e+03 1.508553466796875000e+02 2.095784097909927368e-01
4.116233886718750000e+03 1.420378417968750000e+02 2.153960615396499634e-01
4.117180664062500000e+03 1.508023834228515625e+02 2.085132747888565063e-01
4.118130371093750000e+03 1.486422576904296875e+02 2.092752903699874878e-01
4.119077636718750000e+03 1.561742553710937500e+02 2.062108367681503296e-01
4.120027343750000000e+03 1.484223022460937500e+02 2.104197293519973755e-01
4.120975097656250000e+03 1.467515563964843750e+02 2.123163938522338867e-01
4.121923339843750000e+03 1.520130462646484375e+02 2.101355642080307007e-01
4.122874023437500000e+03 1.477765808105468750e+02 2.126979976892471313e-01
4.123822265625000000e+03 1.503252105712890625e+02 2.115469127893447876e-01
4.124773437500000000e+03 1.543864746093750000e+02 2.093308568000793457e-01
4.125722167968750000e+03 1.526813354492187500e+02 2.118903696537017822e-01
4.126673339843750000e+03 1.573560485839843750e+02 2.092939615249633789e-01
4.127623046875000000e+03 1.442984161376953125e+02 2.184687405824661255e-01
4.128572265625000000e+03 1.479281616210937500e+02 2.141930758953094482e-01
4.129524414062500000e+03 1.554391937255859375e+02 2.087036371231079102e-01
4.130474609375000000e+03 1.588078918457031250e+02 2.064496874809265137e-01
4.131426757812500000e+03 1.575970153808593750e+02 2.074570208787918091e-01
4.132377441406250000e+03 1.556306610107421875e+02 2.092007845640182495e-01
4.133330078125000000e+03 1.544618682861328125e+02 2.098917365074157715e-01
4.134281250000000000e+03 1.504274139404296875e+02 2.129291146993637085e-01
4.135232421875000000e+03 1.532704620361328125e+02 2.113948613405227661e-01
4.136185546875000000e+03 1.413867034912109375e+02 2.214366048574447632e-01
4.137137207031250000e+03 1.481283111572265625e+02 2.177957743406295776e-01
4.138091308593750000e+03 1.469001312255859375e+02 2.185664474964141846e-01
4.139043457031250000e+03 1.502313232421875000e+02 2.154139727354049683e-01
4.139997558593750000e+03 1.502687377929687500e+02 2.136037051677703857e-01
4.140950195312500000e+03 1.509393920898437500e+02 2.128163576126098633e-01
4.141902832031250000e+03 1.491026153564453125e+02 2.135266363620758057e-01
4.142857910156250000e+03 1.481075286865234375e+02 2.149260640144348145e-01
4.143811035156250000e+03 1.555962219238281250e+02 2.119096666574478149e-01
4.144766601562500000e+03 1.507965698242187500e+02 2.160732150077819824e-01
4.145720214843750000e+03 1.463907012939453125e+02 2.208083122968673706e-01
4.146675781250000000e+03 1.502816467285156250e+02 2.176813930273056030e-01
4.147629882812500000e+03 1.464514007568359375e+02 2.209970057010650635e-01
4.148583984375000000e+03 1.423548278808593750e+02 2.254109531641006470e-01
