Wavelength_Angs Flux(erg/s/cm2/A)
4.414362562815407728e+03 1.338590029627084732e-02
4.415379124390115976e+03 1.313719991594552994e-02
4.416395920063722770e+03 1.301390025764703751e-02
4.417412949890146592e+03 1.309040002524852753e-02
4.418430213923301380e+03 1.334029994904994965e-02
4.419447712217130174e+03 1.362190023064613342e-02
4.420465444825569648e+03 1.379960030317306519e-02
4.421483411802588307e+03 1.380509976297616959e-02
4.422501613202149201e+03 1.368280034512281418e-02
4.423520049078245393e+03 1.356029976159334183e-02
4.424538719484863577e+03 1.349529996514320374e-02
4.425557624476022283e+03 1.349479984492063522e-02
4.426576764105732764e+03 1.353720016777515411e-02
4.427596138428039922e+03 1.359170023351907730e-02
4.428615747496978656e+03 1.363660022616386414e-02
4.429635591366618428e+03 1.362739969044923782e-02
4.430655670091019601e+03 1.355210039764642715e-02
4.431675983724276193e+03 1.346640009433031082e-02
4.432696532320474034e+03 1.336039975285530090e-02
4.433717315933731697e+03 1.319839991629123688e-02
4.434738334618165027e+03 1.304399967193603516e-02
4.435759588427901690e+03 1.300560031086206436e-02
4.436781077417099368e+03 1.315850019454956055e-02
4.437802801639904828e+03 1.349219959229230881e-02
4.438824761150498489e+03 1.383549999445676804e-02
4.439846956003055311e+03 1.401589997112751007e-02
4.440869386251779360e+03 1.400389987975358963e-02
4.441892051950869245e+03 1.383570022881031036e-02
4.442914953154556315e+03 1.369110029190778732e-02
4.443938089917063735e+03 1.370269991457462311e-02
4.444961462292646502e+03 1.389789953827857971e-02
4.445985070335553246e+03 1.418100018054246902e-02
4.447008914100064430e+03 1.442299969494342804e-02
4.448032993640453242e+03 1.457339990884065628e-02
4.449057309011025609e+03 1.460369955748319626e-02
4.450081860266079275e+03 1.454660017043352127e-02
4.451106647459944725e+03 1.442409958690404892e-02
4.452131670646945167e+03 1.419090013951063156e-02
4.453156929881437463e+03 1.388929970562458038e-02
4.454182425217768468e+03 1.350339967757463455e-02
4.455208156710319599e+03 1.312220003455877304e-02
4.456234124413467725e+03 1.282969955354928970e-02
4.457260328381606087e+03 1.267150044441223145e-02
4.458286768669150661e+03 1.261460036039352417e-02
4.459313445330514696e+03 1.259720046073198318e-02
4.460340358420138728e+03 1.259720046073198318e-02
4.461367507992460560e+03 1.264149975031614304e-02
4.462394894101947102e+03 1.278019975870847702e-02
4.463422516803061626e+03 1.303249970078468323e-02
4.464450376150295597e+03 1.331720035523176193e-02
4.465478472198135933e+03 1.353210024535655975e-02
4.466506805001100474e+03 1.366440020501613617e-02
4.467535374613701606e+03 1.373829971998929977e-02
4.468564181090482634e+03 1.375859975814819336e-02
4.469593224485978681e+03 1.380950026214122772e-02
4.470622504854760336e+03 1.390479970723390579e-02
4.471652022251388189e+03 1.406200043857097626e-02
4.472681776730455567e+03 1.435360033065080643e-02
4.473711768346549434e+03 1.467430032789707184e-02
4.474741997154289493e+03 1.494279969483613968e-02
4.475772463208287263e+03 1.512479968369007111e-02
4.476803166563186096e+03 1.520409993827342987e-02
4.477834107273628433e+03 1.520019955933094025e-02
4.478865285394269449e+03 1.505510043352842331e-02
4.479896700979789784e+03 1.475759968161582947e-02
4.480928354084865532e+03 1.442600041627883911e-02
4.481960244764201889e+03 1.423200033605098724e-02
4.482992373072501323e+03 1.425459980964660645e-02
4.484024739064493588e+03 1.449630036950111389e-02
4.485057342794904798e+03 1.484270021319389343e-02
4.486090184318492902e+03 1.508610043674707413e-02
4.487123263690008571e+03 1.513860002160072327e-02
4.488156580964232489e+03 1.500499993562698364e-02
4.489190136195942614e+03 1.477800030261278152e-02
4.490223929439944186e+03 1.455590035766363144e-02
4.491257960751040628e+03 1.444119960069656372e-02
4.492292230184064465e+03 1.442589983344078064e-02
4.493326737793840039e+03 1.438790000975131989e-02
4.494361483635228069e+03 1.429130043834447861e-02
4.495396467763078363e+03 1.420640014111995697e-02
4.496431690232275287e+03 1.421739999204874039e-02
4.497467151097699571e+03 1.436300016939640045e-02
4.498502850414246495e+03 1.462229993194341660e-02
4.499538788236835899e+03 1.487900037318468094e-02
4.500574964620384890e+03 1.507760025560855865e-02
4.501611379619837862e+03 1.525539997965097427e-02
4.502648033290136482e+03 1.547009963542222977e-02
4.503684925686250608e+03 1.574230007827281952e-02
4.504722056863148282e+03 1.598739996552467346e-02
4.505759426875824829e+03 1.614440046250820160e-02
4.506797035779271937e+03 1.616670005023479462e-02
4.507834883628511307e+03 1.611400023102760315e-02
4.508872970478560092e+03 1.605620048940181732e-02
4.509911296384465459e+03 1.600809954106807709e-02
4.510949861401268208e+03 1.593990065157413483e-02
4.511988665584042792e+03 1.579649932682514191e-02
4.513027708987855476e+03 1.560019981116056442e-02
4.514066991667804359e+03 1.542150042951107025e-02
4.515106513678982992e+03 1.526980008929967880e-02
4.516146275076513120e+03 1.518649980425834656e-02
4.517186275915519218e+03 1.519259996712207794e-02
4.518226516251135763e+03 1.523720007389783859e-02
4.519266996138523609e+03 1.528189983218908310e-02
4.520307715632839063e+03 1.537750009447336197e-02
4.521348674789270262e+03 1.542960014194250107e-02
4.522389873662998070e+03 1.536710001528263092e-02
4.523431312309234272e+03 1.516189984977245331e-02
4.524472990783186106e+03 1.487830001860857010e-02
4.525514909140091731e+03 1.449930015951395035e-02
4.526557067435183853e+03 1.410640031099319458e-02
4.527599465723724279e+03 1.371979992836713791e-02
4.528642104060972088e+03 1.343229971826076508e-02
4.529684982502216371e+03 1.329000014811754227e-02
4.530728101102738947e+03 1.328909955918788910e-02
4.531771459917854372e+03 1.337770000100135803e-02
4.532815059002872658e+03 1.348309963941574097e-02
4.533858898413132010e+03 1.354760024696588516e-02
4.534902978203966995e+03 1.365230046212673187e-02
4.535947298430743103e+03 1.385170035064220428e-02
4.536991859148819458e+03 1.419940032064914703e-02
4.538036660413587924e+03 1.459520030766725540e-02
4.539081702280432182e+03 1.491560041904449463e-02
4.540126984804769563e+03 1.504640001803636551e-02
4.541172508042014670e+03 1.504790037870407104e-02
4.542218272047594837e+03 1.502829976379871368e-02
4.543264276876966505e+03 1.500369980931282043e-02
4.544310522585577019e+03 1.495399978011846542e-02
4.545357009228906463e+03 1.487130019813776016e-02
4.546403736862430378e+03 1.476360019296407700e-02
4.547450705541654315e+03 1.465919986367225647e-02
4.548497915322076551e+03 1.457349956035614014e-02
4.549545366259229922e+03 1.447139959782361984e-02
4.550593058408639990e+03 1.444530021399259567e-02
4.551640991825862329e+03 1.447250042110681534e-02
4.552689166566449785e+03 1.451180037111043930e-02
4.553737582685983398e+03 1.455430034548044205e-02
4.554786240240040570e+03 1.463469956070184708e-02
4.555835139284228717e+03 1.482160016894340515e-02
4.556884279874149797e+03 1.509089954197406769e-02
4.557933662065439421e+03 1.541239954531192780e-02
4.558983285913723194e+03 1.568840071558952332e-02
4.560033151474662191e+03 1.587020047008991241e-02
4.561083258803912940e+03 1.595560088753700256e-02
4.562133607957147433e+03 1.590639911592006683e-02
4.563184198990063123e+03 1.573809981346130371e-02
4.564235031958352920e+03 1.553840003907680511e-02
4.565286106917738834e+03 1.540710031986236572e-02
4.566337423923938331e+03 1.542029995471239090e-02
4.567388983032701617e+03 1.554370019584894180e-02
4.568440784299771622e+03 1.569589972496032715e-02
4.569492827780923108e+03 1.579179987311363220e-02
4.570545113531924471e+03 1.576649956405162811e-02
4.571597641608576851e+03 1.566120050847530365e-02
4.572650412066675017e+03 1.563029922544956207e-02
4.573703424962044664e+03 1.570259965956211090e-02
4.574756680350505121e+03 1.577690057456493378e-02
4.575810178287910276e+03 1.582049950957298279e-02
4.576863918830104922e+03 1.579049974679946899e-02
4.577917902032967504e+03 1.563859917223453522e-02
4.578972127952368282e+03 1.541540026664733887e-02
4.580026596644212077e+03 1.514390017837285995e-02
4.581081308164400070e+03 1.494560018181800842e-02
4.582136262568848906e+03 1.484549976885318756e-02
4.583191459913497965e+03 1.483129989355802536e-02
4.584246900254285720e+03 1.487150043249130249e-02
4.585302583647178835e+03 1.494320016354322433e-02
4.586358510148139430e+03 1.503320038318634033e-02
4.587414679813160546e+03 1.517159957438707352e-02
4.588471092698230677e+03 1.536129973828792572e-02
4.589527748859369240e+03 1.551540009677410126e-02
4.590584648352588374e+03 1.553039997816085815e-02
4.591641791233933873e+03 1.545209996402263641e-02
4.592699177559446071e+03 1.529860030859708786e-02
4.593756807385194406e+03 1.513659954071044922e-02
4.594814680767244681e+03 1.504509989172220230e-02
4.595872797761692709e+03 1.500620041042566299e-02
4.596931158424630667e+03 1.498600002378225327e-02
4.597989762812180743e+03 1.500749960541725159e-02
4.599048610980459671e+03 1.505049970000982285e-02
4.600107702985616015e+03 1.507250033318996429e-02
4.601167038883791065e+03 1.510730013251304626e-02
4.602226618731160670e+03 1.514600031077861786e-02
4.603286442583897951e+03 1.519879978150129318e-02
4.604346510498188763e+03 1.526920031756162643e-02
4.605406822530245336e+03 1.537800021469593048e-02
4.606467378736275350e+03 1.553419977426528931e-02
4.607528179172518321e+03 1.576690003275871277e-02
4.608589223895207397e+03 1.604959927499294281e-02
4.609650512960606648e+03 1.625660061836242676e-02
4.610712046424976506e+03 1.633889973163604736e-02
4.611773824344606510e+03 1.631700061261653900e-02
4.612835846775782557e+03 1.625210046768188477e-02
4.613898113774820558e+03 1.620529964566230774e-02
4.614960625398031880e+03 1.623599976301193237e-02
4.616023381701759718e+03 1.626940071582794189e-02
4.617086382742339993e+03 1.630719937384128571e-02
4.618149628576141367e+03 1.633140072226524353e-02
4.619213119259527048e+03 1.631519943475723267e-02
4.620276854848892071e+03 1.630439981818199158e-02
4.621340835400625110e+03 1.632199995219707489e-02
4.622405060971145758e+03 1.634860038757324219e-02
4.623469531616869062e+03 1.636490039527416229e-02
4.624534247394242811e+03 1.634990051388740540e-02
4.625599208359711156e+03 1.629859954118728638e-02
4.626664414569732799e+03 1.625690050423145294e-02
4.627729866080792817e+03 1.623539999127388000e-02
4.628795562949372652e+03 1.621350087225437164e-02
4.629861505231981937e+03 1.619959995150566101e-02
4.630927692985127578e+03 1.617869921028614044e-02
4.631994126265346495e+03 1.614459976553916931e-02
4.633060805129171058e+03 1.605949923396110535e-02
4.634127729633165472e+03 1.592900045216083527e-02
4.635194899833885756e+03 1.577940024435520172e-02
4.636262315787923399e+03 1.564159989356994629e-02
4.637329977551860793e+03 1.547200046479701996e-02
4.638397885182314894e+03 1.532469969242811203e-02
4.639466038735895381e+03 1.522220019251108170e-02
4.640534438269243765e+03 1.518560014665126801e-02
4.641603083838995190e+03 1.520960032939910889e-02
4.642671975501820270e+03 1.523749995976686478e-02
4.643741113314378708e+03 1.521129999309778214e-02
4.644810497333364765e+03 1.506050024181604385e-02
4.645880127615472702e+03 1.482660043984651566e-02
4.646950004217407695e+03 1.461210008710622787e-02
4.648020127195902205e+03 1.451889984309673309e-02
4.649090496607685054e+03 1.456720009446144104e-02
4.650161112509515078e+03 1.476330030709505081e-02
4.651231974958144747e+03 1.500170025974512100e-02
4.652303084010361090e+03 1.519609987735748291e-02
4.653374439722942952e+03 1.529920008033514023e-02
4.654446042152702830e+03 1.533040031790733337e-02
4.655517891356445034e+03 1.532259956002235413e-02
4.656589987391008435e+03 1.535939984023571014e-02
4.657662330313224629e+03 1.550200022757053375e-02
4.658734920179957044e+03 1.575919985771179199e-02
4.659807757048065469e+03 1.598720066249370575e-02
4.660880840974438797e+03 1.607709936797618866e-02
4.661954172015962286e+03 1.599220000207424164e-02
4.663027750229551202e+03 1.573929935693740845e-02
4.664101575672116269e+03 1.539880037307739258e-02
4.665175648400600949e+03 1.499759964644908905e-02
4.666249968471946886e+03 1.458899956196546555e-02
4.667324535943106639e+03 1.424929965287446976e-02
4.668399350871064598e+03 1.405940018594264984e-02
4.669474413312796059e+03 1.412389986217021942e-02
4.670549723325309060e+03 1.439299993216991425e-02
4.671625280965605270e+03 1.470599975436925888e-02
4.672701086290720013e+03 1.497230026870965958e-02
4.673777139357682245e+03 1.514209993183612823e-02
4.674853440223550933e+03 1.526150014251470566e-02
4.675929988945383229e+03 1.533950027078390121e-02
4.677006785580265387e+03 1.537679973989725113e-02
4.678083830185277293e+03 1.532240025699138641e-02
4.679161122817533396e+03 1.517469994723796844e-02
4.680238663534141779e+03 1.504580024629831314e-02
4.681316452392240535e+03 1.494020037353038788e-02
4.682394489448965032e+03 1.496380008757114410e-02
4.683472774761479741e+03 1.506960019469261169e-02
4.684551308386944584e+03 1.517769973725080490e-02
4.685630090382554044e+03 1.528770010918378830e-02
4.686709120805491693e+03 1.535020023584365845e-02
4.687788399712978389e+03 1.535109989345073700e-02
4.688867927162225897e+03 1.532690040767192841e-02
4.689947703210479631e+03 1.528319995850324631e-02
4.691027727914982279e+03 1.527279987931251526e-02
4.692108001332991989e+03 1.524390000849962234e-02
4.693188523521793286e+03 1.525800023227930069e-02
4.694269294538664326e+03 1.533379964530467987e-02
4.695350314440916918e+03 1.539890002459287643e-02
4.696431583285854686e+03 1.541319955140352249e-02
4.697513101130815812e+03 1.531310006976127625e-02
4.698594868033132116e+03 1.513210032135248184e-02
4.699676884050166336e+03 1.492240000516176224e-02
4.700759149239276667e+03 1.475080009549856186e-02
4.701841663657854042e+03 1.465169992297887802e-02
4.702924427363282120e+03 1.457899995148181915e-02
4.704007440412976393e+03 1.457010023295879364e-02
4.705090702864349623e+03 1.463070046156644821e-02
4.706174214774842767e+03 1.471749972552061081e-02
4.707257976201894962e+03 1.475569978356361389e-02
4.708341987202974451e+03 1.478010043501853943e-02
4.709426247835544928e+03 1.482809986919164658e-02
4.710510758157102828e+03 1.491000037640333176e-02
4.711595518225142769e+03 1.504439953714609146e-02
4.712680528097172100e+03 1.517040003091096878e-02
4.713765787830727277e+03 1.522380020469427109e-02
4.714851297483338385e+03 1.524730026721954346e-02
4.715937057112567345e+03 1.536350045353174210e-02
4.717023066775970619e+03 1.559100020676851273e-02
4.718109326531136503e+03 1.587869971990585327e-02
4.719195836435646925e+03 1.613819971680641174e-02
4.720282596547119283e+03 1.631160080432891846e-02
4.721369606923160973e+03 1.640759967267513275e-02
4.722456867621414858e+03 1.641250029206275940e-02
4.723544378699516528e+03 1.637599989771842957e-02
4.724632140215134314e+03 1.631049998104572296e-02
4.725720152225931088e+03 1.615579985082149506e-02
4.726808414789600647e+03 1.591129973530769348e-02
4.727896927963832240e+03 1.557980012148618698e-02
4.728985691806347859e+03 1.524390000849962234e-02
4.730074706374863126e+03 1.501930039376020432e-02
4.731163971727125499e+03 1.495740003883838654e-02
4.732253487920882435e+03 1.503650005906820297e-02
4.733343255013894122e+03 1.518869958817958832e-02
4.734433273063947127e+03 1.532990019768476486e-02
4.735523542128826193e+03 1.542640011757612228e-02
4.736614062266343353e+03 1.554089970886707306e-02
4.737704833534308818e+03 1.562999933958053589e-02
4.738795855990562814e+03 1.575200073421001434e-02
4.739887129692941926e+03 1.590939983725547791e-02
4.740978654699311846e+03 1.601739972829818726e-02
4.742070431067536447e+03 1.608439907431602478e-02
4.743162458855509612e+03 1.614850014448165894e-02
4.744254738121119772e+03 1.622699946165084839e-02
4.745347268922288094e+03 1.630680076777935028e-02
4.746440051316930294e+03 1.637619920074939728e-02
4.747533085362993916e+03 1.641589961946010590e-02
4.748626371118420138e+03 1.647030003368854523e-02
4.749719908641184702e+03 1.647599972784519196e-02
4.750813697989255161e+03 1.641689985990524292e-02
4.751907739220633630e+03 1.630130037665367126e-02
4.753002032393319496e+03 1.616200059652328491e-02
4.754096577565326697e+03 1.601690053939819336e-02
4.755191374794691910e+03 1.591150090098381042e-02
4.756286424139464543e+03 1.584150083363056183e-02
4.757381725657697643e+03 1.583890058100223541e-02
4.758477279407459719e+03 1.586030051112174988e-02
4.759573085446844743e+03 1.587709970772266388e-02
4.760669143833941234e+03 1.580270007252693176e-02
4.761765454626871360e+03 1.565250009298324585e-02
4.762862017883750013e+03 1.543950010091066360e-02
4.763958833662725738e+03 1.523009967058897018e-02
4.765055902021941620e+03 1.506759971380233765e-02
4.766153223019571669e+03 1.498600002378225327e-02
4.767250796713786258e+03 1.502490043640136719e-02
4.768348623162786680e+03 1.519330032169818878e-02
4.769446702424768773e+03 1.540299970656633377e-02
4.770545034557962026e+03 1.559980027377605438e-02
4.771643619620587742e+03 1.573080010712146759e-02
4.772742457670902695e+03 1.583690010011196136e-02
4.773841548767156382e+03 1.595659926533699036e-02
4.774940892967630134e+03 1.610779948532581329e-02
4.776040490330601642e+03 1.625080034136772156e-02
4.777140340914379522e+03 1.631410047411918640e-02
4.778240444777272387e+03 1.632249914109706879e-02
4.779340801977600677e+03 1.627890020608901978e-02
4.780441412573715752e+03 1.616919972002506256e-02
4.781542276623958969e+03 1.601579971611499786e-02
4.782643394186708065e+03 1.587809994816780090e-02
4.783744765320332590e+03 1.573400013148784637e-02
4.784846390083237566e+03 1.562610082328319550e-02
4.785948268533818009e+03 1.556540001183748245e-02
4.787050400730506226e+03 1.552310027182102203e-02
4.788152786731725428e+03 1.553510036319494247e-02
4.789255426595931567e+03 1.558380015194416046e-02
4.790358320381577869e+03 1.567149907350540161e-02
4.791461468147147571e+03 1.583329960703849792e-02
4.792564869951118453e+03 1.603570021688938141e-02
4.793668525852001039e+03 1.627580076456069946e-02
4.794772435908301304e+03 1.650049909949302673e-02
4.795876600178557055e+03 1.662809960544109344e-02
4.796981018721299733e+03 1.661789976060390472e-02
4.798085691595093522e+03 1.650849916040897369e-02
4.799190618858504422e+03 1.636439934372901917e-02
4.800295800570107531e+03 1.625690050423145294e-02
4.801401236788508868e+03 1.624790020287036896e-02
4.802506927572308086e+03 1.632449962198734283e-02
4.803612872980137581e+03 1.637409999966621399e-02
4.804719073070623381e+03 1.631749980151653290e-02
4.805825527902425165e+03 1.621429994702339172e-02
4.806932237534195338e+03 1.608089916408061981e-02
4.808039202024621773e+03 1.597779989242553711e-02
4.809146421432383249e+03 1.595840044319629669e-02
4.810253895816194017e+03 1.598639972507953644e-02
4.811361625234761959e+03 1.604980044066905975e-02
4.812469609746826791e+03 1.613410003483295441e-02
4.813577849411123680e+03 1.620710082352161407e-02
4.814686344286419626e+03 1.628839969635009766e-02
4.815795094431475263e+03 1.639720052480697632e-02
4.816904099905086696e+03 1.651830039918422699e-02
4.818013360766041842e+03 1.664300076663494110e-02
4.819122877073161362e+03 1.671070046722888947e-02
4.820232648885267736e+03 1.668079942464828491e-02
4.821342676261194356e+03 1.659270003437995911e-02
4.822452959259802810e+03 1.641090027987957001e-02
4.823563497939949229e+03 1.620580069720745087e-02
4.824674292360524305e+03 1.603369973599910736e-02
4.825785342580410543e+03 1.598390005528926849e-02
4.826896648658525010e+03 1.601940020918846130e-02
4.828008210653777496e+03 1.601449958980083466e-02
4.829120028625112354e+03 1.598040014505386353e-02
4.830232102631466660e+03 1.592979952692985535e-02
4.831344432731812049e+03 1.586440019309520721e-02
4.832457018985112882e+03 1.582540012896060944e-02
4.833569861450367171e+03 1.582450047135353088e-02
4.834682960186566561e+03 1.588919945061206818e-02
4.835796315252736349e+03 1.597240008413791656e-02
4.836909926707895465e+03 1.599040068686008453e-02
4.838023794611097401e+03 1.592580042779445648e-02
4.839137919021387461e+03 1.582309976220130920e-02
4.840252299997845512e+03 1.569429971277713776e-02
4.841366937599545054e+03 1.561080012470483780e-02
4.842481831885593238e+03 1.559169963002204895e-02
4.843596982915089939e+03 1.561500038951635361e-02
4.844712390747169593e+03 1.569340005517005920e-02
4.845828055440964818e+03 1.581070013344287872e-02
4.846943977055622781e+03 1.585699990391731262e-02
4.848060155650317938e+03 1.585580036044120789e-02
4.849176591284218375e+03 1.579369977116584778e-02
4.850293284016527650e+03 1.572060026228427887e-02
4.851410233906441135e+03 1.565570011734962463e-02
4.852527441013187854e+03 1.556599978357553482e-02
4.853644905395991373e+03 1.537800021469593048e-02
4.854762627114108909e+03 1.508050039410591125e-02
4.855880606226790405e+03 1.478900015354156494e-02
4.856998842793320364e+03 1.454130001366138458e-02
4.858117336872976011e+03 1.436999998986721039e-02
4.859236088525070045e+03 1.422160025686025620e-02
4.860355097808905157e+03 1.354900002479553223e-02
4.861474364783822239e+03 1.218760013580322266e-02
4.862593889509153087e+03 1.161819975823163986e-02
4.863713672044263149e+03 1.264080032706260681e-02
4.864833712448513324e+03 1.378899998962879181e-02
4.865954010781295437e+03 1.417099963873624802e-02
4.867074567102003130e+03 1.432070042937994003e-02
4.868195381470040957e+03 1.445010025054216385e-02
4.869316453944844397e+03 1.449950039386749268e-02
4.870437784585840745e+03 1.443339977413415909e-02
4.871559373452491855e+03 1.432740036398172379e-02
4.872681220604254122e+03 1.429019961506128311e-02
4.873803326100615777e+03 1.439809985458850861e-02
4.874925690001059593e+03 1.462570019066333771e-02
4.876048312365102902e+03 1.488179992884397507e-02
4.877171193252255762e+03 1.513320021331310272e-02
4.878294332722062791e+03 1.535290013998746872e-02
4.879417730834059512e+03 1.552139967679977417e-02
4.880541387647819647e+03 1.564080081880092621e-02
4.881665303222907824e+03 1.563590019941329956e-02
4.882789477618922319e+03 1.552230026572942734e-02
4.883913910895455956e+03 1.538349967449903488e-02
4.885038603112135206e+03 1.525180041790008545e-02
4.886163554328580176e+03 1.506329979747533798e-02
4.887288764604444623e+03 1.491949986666440964e-02
4.888414233999380485e+03 1.482030004262924194e-02
4.889539962573054254e+03 1.474760007113218307e-02
4.890665950385161523e+03 1.474149990826845169e-02
4.891792197495389701e+03 1.484659966081380844e-02
4.892918703963462576e+03 1.514630019664764404e-02
4.894045469849096662e+03 1.561169978231191635e-02
4.895172495212040303e+03 1.612539961934089661e-02
4.896299780112038206e+03 1.650400087237358093e-02
4.897427324608867821e+03 1.669210009276866913e-02
4.898555128762300228e+03 1.670520007610321045e-02
4.899683192632141072e+03 1.661260053515434265e-02
4.900811516278188719e+03 1.647749915719032288e-02
4.901940099760275189e+03 1.635530032217502594e-02
4.903068943138227951e+03 1.625889912247657776e-02
4.904198046471905400e+03 1.621969975531101227e-02
4.905327409821163201e+03 1.625300012528896332e-02
4.906457033245888852e+03 1.630170084536075592e-02
4.907586916805962574e+03 1.627160049974918365e-02
4.908717060561300968e+03 1.614120043814182281e-02
4.909847464571817909e+03 1.594280079007148743e-02
4.910978128897440911e+03 1.579440012574195862e-02
4.912109053598121136e+03 1.576559990644454956e-02
4.913240238733824299e+03 1.585140079259872437e-02
4.914371684364520661e+03 1.596390083432197571e-02
4.915503390550192307e+03 1.603710092604160309e-02
4.916635357350852246e+03 1.592810079455375671e-02
4.917767584826504390e+03 1.562579907476902008e-02
4.918900073037189941e+03 1.514909975230693817e-02
4.920032822042941916e+03 1.472810003906488419e-02
4.921165831903826984e+03 1.448380015790462494e-02
4.922299102679906355e+03 1.451809983700513840e-02
4.923432634431274892e+03 1.474159955978393555e-02
4.924566427218021090e+03 1.507829967886209488e-02
4.925700481100268917e+03 1.542850024998188019e-02
4.926834796138132333e+03 1.578529924154281616e-02
4.927969372391763500e+03 1.613119989633560181e-02
4.929104209921306392e+03 1.640749908983707428e-02
4.930239308786937727e+03 1.659050025045871735e-02
4.931374669048829674e+03 1.661969907581806183e-02
4.932510290767188962e+03 1.649259962141513824e-02
4.933646174002214138e+03 1.627130061388015747e-02
4.934782318814138307e+03 1.602859981358051300e-02
4.935918725263194574e+03 1.584200002253055573e-02
4.937055393409628778e+03 1.565640047192573547e-02
4.938192323313714951e+03 1.549169979989528656e-02
4.939329515035723489e+03 1.540790032595396042e-02
4.940466968635956619e+03 1.550630014389753342e-02
4.941604684174710201e+03 1.579130068421363831e-02
4.942742661712315567e+03 1.612479984760284424e-02
4.943880901309095862e+03 1.643089950084686279e-02
4.945019403025411521e+03 1.664889976382255554e-02
4.946158166921613883e+03 1.675220020115375519e-02
4.947297193058087942e+03 1.684249937534332275e-02
4.948436481495215048e+03 1.693269982933998108e-02
4.949576032293408389e+03 1.700760051608085632e-02
4.950715845513076601e+03 1.701490022242069244e-02
4.951855921214660157e+03 1.699949987232685089e-02
4.952996259458595887e+03 1.686790026724338531e-02
4.954136860305352457e+03 1.665649935603141785e-02
4.955277723815393983e+03 1.635389961302280426e-02
4.956418850049217326e+03 1.602339930832386017e-02
4.957560239067319344e+03 1.552500016987323761e-02
4.958701890930210538e+03 1.465530041605234146e-02
4.959843805698429605e+03 1.411600038409233093e-02
4.960985983432509784e+03 1.477540004998445511e-02
4.962128424193017963e+03 1.584919914603233337e-02
4.963271128040515578e+03 1.625560037791728973e-02
4.964414095035597711e+03 1.617229916155338287e-02
4.965557325238853082e+03 1.597639918327331543e-02
4.966700818710904969e+03 1.580189913511276245e-02
4.967844575512369374e+03 1.568650081753730774e-02
4.968988595703897772e+03 1.565789990127086639e-02
4.970132879346134359e+03 1.573359966278076172e-02
4.971277426499758803e+03 1.585849933326244354e-02
4.972422237225443496e+03 1.603269949555397034e-02
4.973567311583894480e+03 1.617730036377906799e-02
4.974712649635813250e+03 1.623079925775527954e-02
4.975858251441934954e+03 1.620969921350479126e-02
4.977004117062986552e+03 1.607850007712841034e-02
4.978150246559731386e+03 1.585200056433677673e-02
4.979296639992931887e+03 1.551629975438117981e-02
4.980443297423362310e+03 1.516589988023042679e-02
4.981590218911828742e+03 1.484270021319389343e-02
4.982737404519128177e+03 1.456260029226541519e-02
4.983884854306094894e+03 1.439969986677169800e-02
4.985032568333554082e+03 1.443449966609477997e-02
4.986180546662367306e+03 1.464499998837709427e-02
4.987328789353388856e+03 1.497889962047338486e-02
4.988477296467506676e+03 1.528600044548511505e-02
4.989626068065605068e+03 1.547560002654790878e-02
4.990775104208600169e+03 1.558750029653310776e-02
4.991924404957401748e+03 1.561919972300529480e-02
4.993073970372955046e+03 1.561880018562078476e-02
4.994223800516198935e+03 1.565209962427616119e-02
4.995373895448106850e+03 1.568619906902313232e-02
4.996524255229644950e+03 1.569139957427978516e-02
4.997674879921814863e+03 1.563720032572746277e-02
4.998825769585610033e+03 1.550220046192407608e-02
4.999976924282060281e+03 1.532069966197013855e-02
5.001128344072189975e+03 1.513969991356134415e-02
5.002280029017054403e+03 1.506649982184171677e-02
5.003431979177704306e+03 1.512669958174228668e-02
5.004584194615227716e+03 1.522590033710002899e-02
5.005736675390706296e+03 1.448060013353824615e-02
5.006889421565238990e+03 1.215349975973367691e-02
5.008042433199953848e+03 1.076429989188909531e-02
5.009195710355971642e+03 1.259119994938373566e-02
5.010349253094448613e+03 1.481579989194869995e-02
5.011503061476533730e+03 1.524909958243370056e-02
5.012657135563412339e+03 1.485310029238462448e-02
5.013811475416259782e+03 1.445589959621429443e-02
5.014966081096289599e+03 1.418919954448938370e-02
5.016120952664708057e+03 1.410489995032548904e-02
5.017276090182754160e+03 1.415789965540170670e-02
5.018431493711663279e+03 1.426419988274574280e-02
5.019587163312702614e+03 1.437599956989288330e-02
5.020743099047134820e+03 1.448579970747232437e-02
5.021899300976257109e+03 1.457209978252649307e-02
5.023055769161359422e+03 1.464909967035055161e-02
5.024212503663767166e+03 1.477709971368312836e-02
5.025369504544798474e+03 1.489300001412630081e-02
5.026526771865806950e+03 1.497909985482692719e-02
5.027684305688145287e+03 1.504390034824609756e-02
5.028842106073178002e+03 1.514189969748258591e-02
5.030000173082301444e+03 1.530629955232143402e-02
5.031158506776905597e+03 1.550360023975372314e-02
5.032317107218414094e+03 1.566449925303459167e-02
5.033475974468244203e+03 1.574400067329406738e-02
5.034635108587847753e+03 1.565949991345405579e-02
5.035794509638671116e+03 1.543860044330358505e-02
5.036954177682195223e+03 1.513839978724718094e-02
5.038114112779892821e+03 1.482249982655048370e-02
5.039274314993274857e+03 1.451400015503168106e-02
5.040434784383841361e+03 1.421950012445449829e-02
5.041595521013131474e+03 1.409460045397281647e-02
5.042756524942675242e+03 1.425169967114925385e-02
5.043917796234038178e+03 1.463939994573593140e-02
5.045079334948780343e+03 1.506729982793331146e-02
5.046241141148493625e+03 1.542119961231946945e-02
