Wavelength_Angs Flux(erg/s/cm2/A)
3.665793526894484330e+03 6.320700049400329590e-03
3.666637704233166005e+03 6.282300222665071487e-03
3.667482075973244264e+03 6.232600193470716476e-03
3.668326642159482162e+03 6.183700170367956161e-03
3.669171402836665493e+03 6.094099953770637512e-03
3.670016358049575501e+03 6.069499999284744263e-03
3.670861507843017534e+03 6.141699850559234619e-03
3.671706852261794211e+03 6.258400157094001770e-03
3.672552391350731341e+03 6.365300156176090240e-03
3.673398125154651552e+03 6.448599975556135178e-03
3.674244053718402483e+03 6.472299806773662567e-03
3.675090177086826316e+03 6.434699986129999161e-03
3.675936495304791151e+03 6.329800002276897430e-03
3.676783008417161000e+03 6.161800120025873184e-03
3.677629716468823972e+03 5.990299861878156662e-03
3.678476619504664995e+03 5.820100195705890656e-03
3.679323717569592645e+03 5.695300176739692688e-03
3.680171010708512313e+03 5.636400077491998672e-03
3.681018498966353945e+03 5.650099832564592361e-03
3.681866182388042489e+03 5.693600047379732132e-03
3.682714061018529719e+03 5.764099769294261932e-03
3.683562134902764683e+03 5.818699952214956284e-03
3.684410404085707796e+03 5.802600178867578506e-03
3.685258868612341757e+03 5.723800044506788254e-03
3.686107528527642444e+03 5.589699838310480118e-03
3.686956383876613472e+03 5.450599826872348785e-03
3.687805434704252548e+03 5.416099913418292999e-03
3.688654681055582842e+03 5.534700118005275726e-03
3.689504122975622977e+03 5.738900043070316315e-03
3.690353760509417498e+03 6.004299968481063843e-03
3.691203593702005037e+03 6.280700210481882095e-03
3.692053622598451057e+03 6.465599872171878815e-03
3.692903847243815108e+03 6.531800143420696259e-03
3.693754267683183116e+03 6.511200219392776489e-03
3.694604883961636006e+03 6.449100095778703690e-03
3.695455696124280166e+03 6.435499992221593857e-03
3.696306704216217440e+03 6.460799835622310638e-03
3.697157908282574226e+03 6.545799784362316132e-03
3.698009308368473285e+03 6.683900021016597748e-03
3.698860904519062842e+03 6.816000211983919144e-03
3.699712696779486123e+03 6.944099906831979752e-03
3.700564685194911362e+03 6.999500095844268799e-03
3.701416869810506796e+03 6.898299790918827057e-03
3.702269250671450209e+03 6.688899826258420944e-03
3.703121827822941668e+03 6.376000121235847473e-03
3.703974601310176240e+03 6.004900205880403519e-03
3.704827571178375365e+03 5.624600220471620560e-03
3.705680737472754117e+03 5.344400182366371155e-03
3.706534100238554856e+03 5.185899790376424789e-03
3.707387659521014029e+03 5.125999916344881058e-03
3.708241415365394005e+03 5.173699930310249329e-03
3.709095367816952603e+03 5.292499903589487076e-03
3.709949516920973110e+03 5.514199845492839813e-03
3.710803862722733811e+03 5.807599984109401703e-03
3.711658405267539365e+03 6.128599867224693298e-03
3.712513144600688975e+03 6.479300092905759811e-03
3.713368080767507308e+03 6.803099997341632843e-03
3.714223213813314942e+03 7.030799984931945801e-03
3.715078543783457462e+03 7.100900169461965561e-03
3.715934070723275909e+03 7.025999948382377625e-03
3.716789794678137696e+03 6.823599804192781448e-03
3.717645715693408420e+03 6.494000088423490524e-03
3.718501833814463680e+03 6.056299898773431778e-03
3.719358149086702269e+03 5.567300133407115936e-03
3.720214661555517523e+03 5.136200226843357086e-03
3.721071371266328242e+03 4.862499888986349106e-03
3.721928278264548680e+03 4.822500050067901611e-03
3.722785382595619012e+03 5.067099817097187042e-03
3.723642684304973955e+03 5.557400174438953400e-03
3.724500183438075055e+03 5.878800060600042343e-03
3.725357880040377950e+03 5.493300035595893860e-03
3.726215774157364194e+03 4.926200024783611298e-03
3.727073865834511707e+03 4.961499944329261780e-03
3.727932155117322509e+03 4.982599988579750061e-03
3.728790642051294981e+03 4.248800221830606461e-03
3.729649326681952971e+03 3.934999927878379822e-03
3.730508209054814870e+03 4.945300053805112839e-03
3.731367289215425899e+03 6.078800186514854431e-03
3.732226567209325367e+03 6.060000043362379074e-03
3.733086043082079868e+03 5.354799795895814896e-03
3.733945716879249630e+03 4.680399782955646515e-03
3.734805588646421256e+03 4.215599969029426575e-03
3.735665658429180894e+03 4.019900225102901459e-03
3.736525926273124696e+03 4.048199858516454697e-03
3.737386392223870644e+03 4.242199938744306564e-03
3.738247056327032169e+03 4.593499936163425446e-03
3.739107918628248171e+03 5.015499889850616455e-03
3.739968979173153457e+03 5.387499928474426270e-03
3.740830238007408298e+03 5.659900140017271042e-03
3.741691695176667508e+03 5.768499802798032761e-03
3.742553350726612734e+03 5.718899890780448914e-03
3.743415204702920619e+03 5.549000110477209091e-03
3.744277257151293270e+03 5.269499961286783218e-03
3.745139508117427795e+03 4.974499810487031937e-03
3.746001957647048130e+03 4.714000038802623749e-03
3.746864605785872300e+03 4.485600162297487259e-03
3.747727452579645160e+03 4.296700004488229752e-03
3.748590498074106108e+03 4.179900046437978745e-03
3.749453742315020463e+03 4.177299793809652328e-03
3.750317185348148541e+03 4.307500086724758148e-03
3.751180827219277944e+03 4.621500149369239807e-03
3.752044667974189451e+03 5.130399949848651886e-03
3.752908707658691128e+03 5.652700085192918777e-03
3.753772946318589675e+03 6.086200010031461716e-03
3.754637383999701797e+03 6.416699849069118500e-03
3.755502020747867391e+03 6.557600107043981552e-03
3.756366856608920898e+03 6.492299959063529968e-03
3.757231891628722224e+03 6.272700149565935135e-03
3.758097125853127181e+03 5.949100013822317123e-03
3.758962559328017505e+03 5.668200086802244186e-03
3.759828192099269927e+03 5.557700060307979584e-03
3.760694024212787099e+03 5.587600171566009521e-03
3.761560055714466216e+03 5.677300039678812027e-03
3.762426286650231759e+03 5.770400166511535645e-03
3.763292717066002751e+03 5.820400081574916840e-03
3.764159347007723682e+03 5.834300071001052856e-03
3.765026176521334946e+03 5.862500052899122238e-03
3.765893205652802862e+03 5.848899949342012405e-03
3.766760434448088290e+03 5.825699772685766220e-03
3.767627862953178919e+03 5.815600045025348663e-03
3.768495491214056983e+03 5.849400069564580917e-03
3.769363319276731090e+03 5.915599875152111053e-03
3.770231347187208485e+03 5.988299846649169922e-03
3.771099574991507779e+03 6.107700057327747345e-03
3.771968002735668506e+03 6.293199956417083740e-03
3.772836630465727012e+03 6.523299962282180786e-03
3.773705458227743748e+03 6.733300164341926575e-03
3.774574486067776434e+03 6.872499827295541763e-03
3.775443714031906893e+03 6.964500062167644501e-03
3.776313142166213311e+03 7.026699837297201157e-03
3.777182770516799792e+03 7.104800082743167877e-03
3.778052599129764985e+03 7.215199992060661316e-03
3.778922628051234369e+03 7.353300228714942932e-03
3.779792857327328420e+03 7.494399789720773697e-03
3.780663287004193080e+03 7.640299852937459946e-03
3.781533917127970199e+03 7.749400101602077484e-03
3.782404747744827546e+03 7.805199827998876572e-03
3.783275778900927435e+03 7.811400108039379120e-03
3.784147010642459009e+03 7.720000110566616058e-03
3.785018443015606863e+03 7.551100105047225952e-03
3.785890076066580605e+03 7.258600089699029922e-03
3.786761909841585748e+03 6.915099918842315674e-03
3.787633944386854182e+03 6.588099990040063858e-03
3.788506179748615523e+03 6.336099933832883835e-03
3.789378615973111664e+03 6.170500069856643677e-03
3.790251253106605418e+03 6.108200177550315857e-03
3.791124091195356414e+03 6.098499987274408340e-03
3.791997130285648382e+03 6.094799842685461044e-03
3.792870370423761415e+03 6.035299971699714661e-03
3.793743811656001981e+03 5.904600024223327637e-03
3.794617454028671091e+03 5.723699927330017090e-03
3.795491297588095676e+03 5.553400143980979919e-03
3.796365342380599031e+03 5.387899931520223618e-03
3.797239588452529460e+03 5.206999834626913071e-03
3.798114035850230721e+03 5.090500228106975555e-03
3.798988684620072945e+03 5.131300073117017746e-03
3.799863534808421718e+03 5.340099800378084183e-03
3.800738586461668092e+03 5.679700057953596115e-03
3.801613839626199024e+03 6.055700127035379410e-03
3.802489294348426483e+03 6.387900095432996750e-03
3.803364950674759712e+03 6.667700130492448807e-03
3.804240808651631596e+03 6.871699821203947067e-03
3.805116868325472296e+03 6.942499894648790359e-03
3.805993129742736983e+03 6.925399880856275558e-03
3.806869592949880825e+03 6.864000111818313599e-03
3.807746257993368090e+03 6.823999807238578796e-03
3.808623124919687598e+03 6.861600093543529510e-03
3.809500193775321350e+03 6.957199890166521072e-03
3.810377464606778631e+03 7.045200094580650330e-03
3.811254937460563724e+03 7.030799984931945801e-03
3.812132612383206833e+03 6.897199898958206177e-03
3.813010489421234070e+03 6.654500029981136322e-03
3.813888568621197464e+03 6.310100201517343521e-03
3.814766850029643592e+03 6.017399951815605164e-03
3.815645333693146313e+03 5.792899988591670990e-03
3.816524019658273573e+03 5.661800038069486618e-03
3.817402907971620607e+03 5.629600025713443756e-03
3.818281998679777189e+03 5.580299999564886093e-03
3.819161291829359925e+03 5.495700053870677948e-03
3.820040787466979964e+03 5.344999954104423523e-03
3.820920485639274830e+03 5.206299945712089539e-03
3.821800386392877954e+03 5.147799849510192871e-03
3.822680489774448233e+03 5.111800041049718857e-03
3.823560795830644111e+03 5.061599891632795334e-03
3.824441304608134942e+03 4.942500032484531403e-03
3.825322016153611457e+03 4.762399941682815552e-03
3.826202930513760748e+03 4.598800092935562134e-03
3.827084047735295826e+03 4.471700172871351242e-03
3.827965367864924247e+03 4.421100020408630371e-03
3.828846890949381304e+03 4.389999900013208389e-03
3.829728617035396383e+03 4.382200073450803757e-03
3.830610546169725694e+03 4.338500089943408966e-03
3.831492678399119541e+03 4.231700208038091660e-03
3.832375013770356418e+03 4.096299875527620316e-03
3.833257552330208910e+03 3.980599809437990189e-03
3.834140294125475521e+03 3.891899948939681053e-03
3.835023239202951117e+03 3.808500012382864952e-03
3.835906387609456488e+03 3.812799928709864616e-03
3.836789739391806961e+03 3.897899994626641273e-03
3.837673294596844698e+03 3.977700136601924896e-03
3.838557053271407312e+03 4.030200187116861343e-03
3.839441015462358791e+03 4.122999962419271469e-03
3.840325181216562214e+03 4.271300043910741806e-03
3.841209550580890209e+03 4.526100121438503265e-03
3.842094123602239961e+03 4.868899937719106674e-03
3.842978900327502288e+03 5.236099939793348312e-03
3.843863880803595293e+03 5.540799815207719803e-03
3.844749065077431624e+03 5.773699842393398285e-03
3.845634453195950755e+03 5.944599863141775131e-03
3.846520045206087161e+03 6.052799988538026810e-03
3.847405841154802147e+03 6.105000153183937073e-03
3.848291841089051559e+03 6.115899886935949326e-03
3.849178045055818529e+03 6.082499865442514420e-03
3.850064453102080279e+03 6.038899999111890793e-03
3.850951065274841312e+03 6.017900072038173676e-03
3.851837881621101133e+03 6.046699825674295425e-03
3.852724902187885618e+03 6.084199994802474976e-03
3.853612127022216100e+03 6.062299944460391998e-03
3.854499556171139830e+03 6.000299938023090363e-03
3.855387189681699510e+03 5.888000130653381348e-03
3.856275027600964677e+03 5.756999831646680832e-03
3.857163069975999861e+03 5.612399894744157791e-03
3.858051316853895514e+03 5.460300017148256302e-03
3.858939768281742090e+03 5.339699797332286835e-03
3.859828424306640045e+03 5.278800148516893387e-03
3.860717284975713483e+03 5.320900119841098785e-03
3.861606350336080595e+03 5.529699847102165222e-03
3.862495620434886405e+03 5.831799935549497604e-03
3.863385095319271841e+03 6.108399946242570877e-03
3.864274775036403298e+03 6.314999889582395554e-03
3.865164659633443080e+03 6.419800221920013428e-03
3.866054749157579863e+03 6.465999875217676163e-03
3.866945043655997324e+03 6.452499888837337494e-03
3.867835543175905514e+03 6.335000041872262955e-03
3.868726247764510390e+03 6.123300176113843918e-03
3.869617157469043832e+03 5.934400018304586411e-03
3.870508272336733626e+03 5.845100153237581253e-03
3.871399592414833023e+03 5.805800203233957291e-03
3.872291117750591184e+03 5.750599782913923264e-03
3.873182848391283642e+03 5.741899833083152771e-03
3.874074784384181385e+03 5.875399801880121231e-03
3.874966925776581775e+03 6.055799778550863266e-03
3.875859272615777172e+03 6.184299942106008530e-03
3.876751824949087222e+03 6.208700127899646759e-03
3.877644582823830206e+03 6.086799781769514084e-03
3.878537546287334408e+03 5.932299885898828506e-03
3.879430715386952670e+03 5.833399947732686996e-03
3.880324090170031923e+03 5.781699903309345245e-03
3.881217670683945471e+03 5.765299778431653976e-03
3.882111456976062072e+03 5.759099964052438736e-03
3.883005449093777770e+03 5.789900198578834534e-03
3.883899647084482694e+03 5.804399959743022919e-03
3.884794050995594716e+03 5.796500016003847122e-03
3.885688660874526249e+03 5.732899997383356094e-03
3.886583476768716082e+03 5.635799840092658997e-03
3.887478498725598911e+03 5.497800186276435852e-03
3.888373726792635352e+03 5.362399853765964508e-03
3.889269161017282386e+03 5.355100147426128387e-03
3.890164801447022001e+03 5.620699841529130936e-03
3.891060648129333003e+03 6.132099777460098267e-03
3.891956701111719667e+03 6.603000219911336899e-03
3.892852960441682171e+03 6.884300149977207184e-03
3.893749426166747071e+03 7.037799805402755737e-03
3.894646098334440012e+03 7.129800040274858475e-03
3.895542976992298009e+03 7.183399982750415802e-03
3.896440062187880358e+03 7.237299811094999313e-03
3.897337353968741354e+03 7.282400038093328476e-03
3.898234852382463032e+03 7.327099796384572983e-03
3.899132557476621514e+03 7.350000087171792984e-03
3.900030469298820663e+03 7.350999861955642700e-03
3.900928587896657973e+03 7.372799795120954514e-03
3.901826913317759590e+03 7.353799883276224136e-03
3.902725445609745748e+03 7.292700000107288361e-03
3.903624184820263054e+03 7.181399967521429062e-03
3.904523130996954023e+03 7.081599906086921692e-03
3.905422284187488458e+03 7.013699971139431000e-03
3.906321644439529791e+03 7.041300181299448013e-03
3.907221211800769652e+03 7.204100023955106735e-03
3.908120986318894211e+03 7.460799999535083771e-03
3.909020968041616015e+03 7.754900027066469193e-03
3.909921157016643974e+03 8.019800297915935516e-03
3.910821553291712462e+03 8.216099813580513000e-03
3.911722156914552215e+03 8.345000445842742920e-03
3.912622967932919892e+03 8.418800309300422668e-03
3.913523986394571239e+03 8.427499793469905853e-03
3.914425212347274282e+03 8.387899957597255707e-03
3.915326645838818422e+03 8.304500021040439606e-03
3.916228286916989418e+03 8.176299743354320526e-03
3.917130135629598499e+03 8.039900101721286774e-03
3.918032192024452797e+03 7.847899571061134338e-03
3.918934456149387188e+03 7.610599976032972336e-03
3.919836928052230178e+03 7.375599816441535950e-03
3.920739607780838469e+03 7.139299996197223663e-03
3.921642495383062396e+03 6.944899912923574448e-03
3.922545590906780944e+03 6.860900204628705978e-03
3.923448894399866731e+03 6.804999895393848419e-03
3.924352405910220568e+03 6.745100021362304688e-03
3.925256125485736902e+03 6.612400058656930923e-03
3.926160053174338827e+03 6.355999968945980072e-03
3.927064189023943527e+03 5.966399796307086945e-03
3.927968533082495014e+03 5.479199811816215515e-03
3.928873085397932755e+03 4.931100178509950638e-03
3.929777846018223045e+03 4.352900199592113495e-03
3.930682814991328087e+03 3.830400062724947929e-03
3.931587992365235550e+03 3.364200005307793617e-03
3.932493378187934013e+03 2.949499990791082382e-03
3.933398972507420694e+03 2.667400054633617401e-03
3.934304775371718733e+03 2.566500101238489151e-03
3.935210786828843993e+03 2.664299914613366127e-03
3.936117006926840531e+03 2.971499925479292870e-03
3.937023435713747403e+03 3.420900087803602219e-03
3.937930073237630040e+03 3.940300084650516510e-03
3.938836919546549780e+03 4.493900109082460403e-03
3.939743974688594790e+03 4.994399845600128174e-03
3.940651238711848237e+03 5.393399856984615326e-03
3.941558711664420116e+03 5.701099988073110580e-03
3.942466393594415422e+03 5.903400015085935593e-03
3.943374284549967342e+03 6.040399894118309021e-03
3.944282384579202244e+03 6.195299793034791946e-03
3.945190693730276053e+03 6.425099913030862808e-03
3.946099212051336963e+03 6.722900085151195526e-03
3.947007939590562728e+03 7.044500205665826797e-03
3.947916876396124735e+03 7.333800196647644043e-03
3.948826022516222110e+03 7.580600213259458542e-03
3.949735377999052162e+03 7.780900225043296814e-03
3.950644942892824929e+03 7.963799871504306793e-03
3.951554717245772281e+03 8.094600401818752289e-03
3.952464701106121083e+03 8.153099566698074341e-03
3.953374894522126397e+03 8.182999677956104279e-03
3.954285297542037370e+03 8.202100172638893127e-03
3.955195910214130890e+03 8.189099840819835663e-03
3.956106732586678390e+03 8.101300336420536041e-03
3.957017764707979040e+03 7.972000166773796082e-03
3.957929006626326554e+03 7.837199606001377106e-03
3.958840458390042386e+03 7.653799839317798615e-03
3.959752120047442077e+03 7.376899942755699158e-03
3.960663991646870272e+03 6.956399884074926376e-03
3.961576073236664342e+03 6.433899980038404465e-03
3.962488364865190306e+03 5.900899879634380341e-03
3.963400866580809179e+03 5.430100020021200180e-03
3.964313578431908354e+03 5.012100096791982651e-03
3.965226500466871130e+03 4.574799910187721252e-03
3.966139632734108091e+03 4.096900112926959991e-03
3.967052975282028001e+03 3.607500111684203148e-03
3.967966528159051450e+03 3.219099948182702065e-03
3.968880291413622672e+03 2.960900077596306801e-03
3.969794265094179536e+03 2.868599956855177879e-03
3.970708449249188561e+03 3.031499916687607765e-03
3.971622843927110807e+03 3.531799884513020515e-03
3.972537449176434620e+03 4.220000002533197403e-03
3.973452265045643344e+03 4.875699989497661591e-03
3.974367291583247606e+03 5.480899941176176071e-03
3.975282528837752579e+03 6.085500121116638184e-03
3.976197976857692538e+03 6.679600104689598083e-03
3.977113635691594482e+03 7.238400168716907501e-03
3.978029505388014059e+03 7.755499798804521561e-03
3.978945585995501460e+03 8.215899579226970673e-03
3.979861877562635073e+03 8.598400279879570007e-03
3.980778380137986915e+03 8.870200254023075104e-03
3.981695093770157655e+03 8.998500183224678040e-03
3.982612018507742050e+03 9.059799835085868835e-03
3.983529154399363051e+03 9.102500043809413910e-03
3.984446501493637697e+03 9.167199954390525818e-03
3.985364059839211222e+03 9.253200143575668335e-03
3.986281829484727496e+03 9.361900389194488525e-03
3.987199810478841755e+03 9.495699778199195862e-03
3.988118002870231976e+03 9.650100022554397583e-03
3.989036406707572496e+03 9.797500446438789368e-03
3.989955022039564028e+03 9.897500276565551758e-03
3.990873848914901828e+03 9.982500225305557251e-03
3.991792887382310255e+03 1.008679997175931931e-02
3.992712137490506848e+03 1.017289981245994568e-02
3.993631599288238249e+03 1.021409966051578522e-02
3.994551272824244734e+03 1.018249988555908203e-02
3.995471158147294318e+03 1.010380033403635025e-02
3.996391255306150924e+03 1.000570040196180344e-02
3.997311564349604851e+03 9.937999770045280457e-03
3.998232085326441847e+03 9.997899644076824188e-03
3.999152818285475405e+03 1.014710031449794769e-02
